label,data_name,description,type,vis_conditions,choices_s,,,,,,
 Long-term changes in weather patterns,609_b,null,SingleChoice, Long-term changes in weather patterns equal to 1,"Yes, result of decision benefitted HH:1, Yes, result of decision had a negative effect on HH:2, Yes, but decision had no effect on HH:3, No, did not influence decisions:4, No decisions made:5, Do not know:8, Refused:9",,,,,,
Rainfall / weather prospects for the coming growing season,609_c,null,SingleChoice,Rainfall / weather prospects for the coming growing season equal to 1,"Yes, result of decision benefitted HH:1, Yes, result of decision had a negative effect on HH:2, Yes, but decision had no effect on HH:3, No, did not influence decisions:4, No decisions made:5, Do not know:8, Refused:9",,,,,,
"Water prices and availability in local boreholes, wells, etc.",609_d,null,SingleChoice,"Water prices and availability in local boreholes, wells, etc. equal to 1","Yes, result of decision benefitted HH:1, Yes, result of decision had a negative effect on HH:2, Yes, but decision had no effect on HH:3, No, did not influence decisions:4, No decisions made:5, Do not know:8, Refused:9",,,,,,
"Animal health (e.g., disease, epidemic, prevention)",609_e,null,SingleChoice,"Animal health (e.g., disease, epidemic, prevention) equal to 1","Yes, result of decision benefitted HH:1, Yes, result of decision had a negative effect on HH:2, Yes, but decision had no effect on HH:3, No, did not influence decisions:4, No decisions made:5, Do not know:8, Refused:9",,,,,,
"Crop health (e.g., pest outbreaks, disease, prevention)",609_f,null,SingleChoice,"Crop health (e.g., pest outbreaks, disease, prevention) equal to 1","Yes, result of decision benefitted HH:1, Yes, result of decision had a negative effect on HH:2, Yes, but decision had no effect on HH:3, No, did not influence decisions:4, No decisions made:5, Do not know:8, Refused:9",,,,,,
Current market prices for live animals in the area,609_g,null,SingleChoice,Current market prices for live animals in the area equal to 1,"Yes, result of decision benefitted HH:1, Yes, result of decision had a negative effect on HH:2, Yes, but decision had no effect on HH:3, No, did not influence decisions:4, No decisions made:5, Do not know:8, Refused:9",,,,,,
"Market prices for animal products (milk, hides, skins, etc.)",609_h,null,SingleChoice,"Market prices for animal products (milk, hides, skins, etc.) equal to 1","Yes, result of decision benefitted HH:1, Yes, result of decision had a negative effect on HH:2, Yes, but decision had no effect on HH:3, No, did not influence decisions:4, No decisions made:5, Do not know:8, Refused:9",,,,,,
Grazing conditions in nearby areas,609_i,null,SingleChoice,Grazing conditions in nearby areas equal to 1,"Yes, result of decision benefitted HH:1, Yes, result of decision had a negative effect on HH:2, Yes, but decision had no effect on HH:3, No, did not influence decisions:4, No decisions made:5, Do not know:8, Refused:9",,,,,,
Conflict or security issues,609_j,null,SingleChoice,Conflict or security issues equal to 1,"Yes, result of decision benefitted HH:1, Yes, result of decision had a negative effect on HH:2, Yes, but decision had no effect on HH:3, No, did not influence decisions:4, No decisions made:5, Do not know:8, Refused:9",,,,,,
Market prices of the food you buy,609_k,null,SingleChoice,Market prices of the food you buy equal to 1,"Yes, result of decision benefitted HH:1, Yes, result of decision had a negative effect on HH:2, Yes, but decision had no effect on HH:3, No, did not influence decisions:4, No decisions made:5, Do not know:8, Refused:9",,,,,,
Emergency Community Action Plans,emergency_community_action_plans,null,Section,,,,,,,,
"An emergency community action plan is a plan made by the community that explains how the community will respond to an emergency or types of emergencies. Typically, the plan will explain what people will do, who will do what, and how people will do task in response to emergencies. Now, I would like to ask you a few questions about emergency community action plans for your community. 

The head of household should be the respondent to this section.
",an_emergency_community_action_plan_is_a_plan_made_by_the_community_that_explains_how_the_community_will_respond_to_an_emergency_or_types_of_emergencies_typically_the_plan_will_explain_what_people_will_do_who_will_do_what_and_how_people_will_do_task_in_response_to_emergencies_now_i_would_like_to_ask_you_a_few_questions_about_emergency_community_action_plans_for_your_community_the_head_of_household_should_be_the_respondent_to_this_section,null,Label,,,,,,,,
Does your community have an emergency community action plan in place? ,610,null,YesNoField,,"Yes:1, No:2",,,,,,
"If yes, did the plan address any shock that affected your household or the community? ",611,null,YesNoField,Does your community have an emergency community action plan in place?  equal to 1,"Yes:1, No:2",,,,,,
"If yes, how effective was the plan in addressing the emergency?",612,null,SingleChoice,"If yes, did the plan address any shock that affected your household or the community?  equal to 1","Not effective:1, A little effective:2, Effective:3, Very effective:4",,,,,,
Social Capital – Bonding and Bridging,social_capital_bonding_and_bridging,null,Section,,,,,,,,
"Social capital is the network of relationships among people who live and work in a society. Bonding social capital refers to the network of relationships with people in your community or village, while bridging social capital relates to people outside of your community or village. Next, I would like to ask you about sources of bonding and bridging social capital and your experiences related to them in the previous 12 months.

The head of household should be the respondent to this section.",social_capital_is_the_network_of_relationships_among_people_who_live_and_work_in_a_society_bonding_social_capital_refers_to_the_network_of_relationships_with_people_in_your_community_or_village_while_bridging_social_capital_relates_to_people_outside_of_your_community_or_village_next_i_would_like_to_ask_you_about_sources_of_bonding_and_bridging_social_capital_and_your_experiences_related_to_them_in_the_previous_12_monthsthe_head_of_household_should_be_the_respondent_to_this_section,null,Label,,,,,,,,
"If your household had a problem and needed help urgently (e.g., food, money, labor, transport, etc.), who IN THIS VILLAGE could you turn to for help? ",if_your_household_had_a_problem_and_needed_help_urgently_eg_food_money_labor_transport_etc_who_in_this_village_could_you_turn_to_for_help_,null,Section,,,,,,,,
Relatives,613_1,null,YesNoField,,"Yes:1, No:2",,,,,,
"Church, mosque, or faith community leader",613_2,null,YesNoField,,"Yes:1, No:2",,,,,,
Village leader,613_3,null,YesNoField,,"Yes:1, No:2",,,,,,
Non-relatives in my ethnic group/clan ,613_4,null,YesNoField,,"Yes:1, No:2",,,,,,
Non-relatives in other ethnic group/clan ,613_5,null,YesNoField,,"Yes:1, No:2",,,,,,
No one,613_6,null,YesNoField,,"Yes:1, No:2",,,,,,
Other,613_7,null,YesNoField,,"Yes:1, No:2",,,,,,
Specify,613_7_specify,null,TextField,Other equal to 1,,,,,,,
Do not know,613_8,null,YesNoField,,"Yes:1, No:2",,,,,,
Refused,613_9,null,YesNoField,,"Yes:1, No:2",,,,,,
"If your household had a problem and needed help urgently (e.g., food, money, labor, transport, etc.), who OUTSIDE THIS VILLAGE could you turn to for help?   Read list; select all that apply",if_your_household_had_a_problem_and_needed_help_urgently_eg_food_money_labor_transport_etc_who_outside_this_village_could_you_turn_to_for_help_read_list_select_all_that_apply,null,Section,,,,,,,,
Relatives,614_1,null,YesNoField,,"Yes:1, No:2",,,,,,
"Church, mosque, or faith community leader",614_2,null,YesNoField,,"Yes:1, No:2",,,,,,
Village leader,614_3,null,YesNoField,,"Yes:1, No:2",,,,,,
Non-relatives in my ethnic group/clan ,614_4,null,YesNoField,,"Yes:1, No:2",,,,,,
Non-relatives in other ethnic group/clan ,614_5,null,YesNoField,,"Yes:1, No:2",,,,,,
No one,614_6,null,YesNoField,,"Yes:1, No:2",,,,,,
Other,614_7,null,YesNoField,,"Yes:1, No:2",,,,,,
Specify,614_7_specify,null,TextField,Other equal to 1,,,,,,,
Do not know,614_8,null,YesNoField,,"Yes:1, No:2",,,,,,
Refused,614_9,null,YesNoField,,"Yes:1, No:2",,,,,,
"Who INSIDE THIS VILLAGE would you help if they needed help urgently (e.g., food, money, labor, transport, etc.)? ",who_inside_this_village_would_you_help_if_they_needed_help_urgently_eg_food_money_labor_transport_etc_,null,Section,,,,,,,,
Relatives,615_1,null,YesNoField,,"Yes:1, No:2",,,,,,
"Church, mosque, or faith community leader",615_2,null,YesNoField,,"Yes:1, No:2",,,,,,
Village leader,615_3,null,YesNoField,,"Yes:1, No:2",,,,,,
Non-relatives in my ethnic group/clan ,615_4,null,YesNoField,,"Yes:1, No:2",,,,,,
Non-relatives in other ethnic group/clan ,615_5,null,YesNoField,,"Yes:1, No:2",,,,,,
No one,615_6,null,YesNoField,,"Yes:1, No:2",,,,,,
Other,615_7,null,YesNoField,,"Yes:1, No:2",,,,,,
Specify,615_7_specify,null,TextField,Other equal to 1,,,,,,,
Do not know,615_8,null,YesNoField,,"Yes:1, No:2",,,,,,
Refused,615_9,null,YesNoField,,"Yes:1, No:2",,,,,,
"Who OUTSIDE THIS VILLAGE would you help if they needed help urgently (e.g., food, money, labor, transport, etc.)?",who_outside_this_village_would_you_help_if_they_needed_help_urgently_eg_food_money_labor_transport_etc,null,Section,,,,,,,,
Relatives,616_1,null,YesNoField,,"Yes:1, No:2",,,,,,
"Church, mosque, or faith community leader",616_2,null,YesNoField,,"Yes:1, No:2",,,,,,
Village leader,616_3,null,YesNoField,,"Yes:1, No:2",,,,,,
Non-relatives in my ethnic group/clan ,616_4,null,YesNoField,,"Yes:1, No:2",,,,,,
Non-relatives in other ethnic group/clan ,616_5,null,YesNoField,,"Yes:1, No:2",,,,,,
No one,616_6,null,YesNoField,,"Yes:1, No:2",,,,,,
Other,616_7,null,YesNoField,,"Yes:1, No:2",,,,,,
Specify,616_7_specify,null,TextField,Other equal to 1,,,,,,,
Do not know,616_8,null,YesNoField,,"Yes:1, No:2",,,,,,
Refused,616_9,null,YesNoField,,"Yes:1, No:2",,,,,,
"Within the last 12 months, has your household given assistance to anyone OUTSIDE THIS VILLAGE?",617,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
What types of assistance did you give to someone OUTSIDE THIS VILLAGE in the last 12 months?,what_types_of_assistance_did_you_give_to_someone_outside_this_village_in_the_last_12_months,null,Section,"Within the last 12 months, has your household given assistance to anyone OUTSIDE THIS VILLAGE? equal to 1",,,,,,,
"Labor sharing (weeding, plowing, construction, etc.)",618_1,null,YesNoField,,"Yes:1, No:2",,,,,,
"Donation/gift (cash, animals, materials/ supplies, food, etc.)",618_2,null,YesNoField,,"Yes:1, No:2",,,,,,
"Loan (cash, seeds, animals, etc.)",618_3,null,YesNoField,,"Yes:1, No:2",,,,,,
Remittances,618_4,null,YesNoField,,"Yes:1, No:2",,,,,,
Other,618_5,null,YesNoField,,"Yes:1, No:2",,,,,,
Specify,618_5_specify,null,TextField,Other equal to 1,,,,,,,
Do not know,618_8,null,YesNoField,,"Yes:1, No:2",,,,,,
Refused,618_9,null,YesNoField,,"Yes:1, No:2",,,,,,
Who OUTSIDE THIS VILLAGE did you give assistance to over the last 12 months?,who_outside_this_village_did_you_give_assistance_to_over_the_last_12_months,null,Section,"Within the last 12 months, has your household given assistance to anyone OUTSIDE THIS VILLAGE? equal to 1",,,,,,,
Relatives,619_1,null,YesNoField,,"Yes:1, No:2",,,,,,
"Church, mosque, or faith community leader",619_2,null,YesNoField,,"Yes:1, No:2",,,,,,
Village leader,619_3,null,YesNoField,,"Yes:1, No:2",,,,,,
Non-relatives in my ethnic group/clan ,619_4,null,YesNoField,,"Yes:1, No:2",,,,,,
Non-relatives in other ethnic group/clan ,619_5,null,YesNoField,,"Yes:1, No:2",,,,,,
Other,619_6,null,YesNoField,,"Yes:1, No:2",,,,,,
Specify,619_6_specify,null,TextField,Other equal to 1,,,,,,,
Do not know,619_8,null,YesNoField,,"Yes:1, No:2",,,,,,
Refused,619_9,null,YesNoField,,"Yes:1, No:2",,,,,,
"Within the last 12 months, has your household received assistance from anyone OUTSIDE THIS VILLAGE?",620,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
What types of assistance did you receive from someone OUTSIDE THIS VILLAGE in the last 12 months?,what_types_of_assistance_did_you_receive_from_someone_outside_this_village_in_the_last_12_months,null,Section,"Within the last 12 months, has your household received assistance from anyone OUTSIDE THIS VILLAGE? equal to 1",,,,,,,
"Labor sharing (weeding, plowing, construction, etc.)",621_1,null,YesNoField,,"Yes:1, No:2",,,,,,
"Donation/gift (cash, animals, materials/ supplies, food, etc.)",621_2,null,YesNoField,,"Yes:1, No:2",,,,,,
"Loan (cash, seeds, animals, etc.)",621_3,null,YesNoField,,"Yes:1, No:2",,,,,,
Remittances,621_4,null,YesNoField,,"Yes:1, No:2",,,,,,
Other,621_5,null,YesNoField,,"Yes:1, No:2",,,,,,
Specify,621_5_specify,null,TextField,Other equal to 1,,,,,,,
Do not know,621_8,null,YesNoField,,"Yes:1, No:2",,,,,,
Refused,621_9,null,YesNoField,,"Yes:1, No:2",,,,,,
Who OUTSIDE THIS VILLAGE provided you with assistance over the last 12 months?,who_outside_this_village_provided_you_with_assistance_over_the_last_12_months,null,Section,"Within the last 12 months, has your household received assistance from anyone OUTSIDE THIS VILLAGE? equal to 1",,,,,,,
Relatives,622_1,null,YesNoField,,"Yes:1, No:2",,,,,,
"Church, mosque, or faith community leader",622_2,null,YesNoField,,"Yes:1, No:2",,,,,,
Village leader,622_3,null,YesNoField,,"Yes:1, No:2",,,,,,
Non-relatives in my ethnic group/clan ,622_4,null,YesNoField,,"Yes:1, No:2",,,,,,
Non-relatives in other ethnic group/clan ,622_5,null,YesNoField,,"Yes:1, No:2",,,,,,
Other,622_6,null,YesNoField,,"Yes:1, No:2",,,,,,
Specify,622_6_specify,null,TextField,Other equal to 1,,,,,,,
Do not know,622_8,null,YesNoField,,"Yes:1, No:2",,,,,,
Refused,622_9,null,YesNoField,,"Yes:1, No:2",,,,,,
Has your household given assistance to anyone WITHIN THIS VILLAGE in the last 12 months?,623,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
What types of assistance has your household given to someone WITHIN THIS VILLAGE in the last 12 months?,what_types_of_assistance_has_your_household_given_to_someone_within_this_village_in_the_last_12_months,null,Section,Has your household given assistance to anyone WITHIN THIS VILLAGE in the last 12 months? equal to 1,,,,,,,
"Labor sharing (weeding, plowing, construction, etc.)",624_1,null,YesNoField,,"Yes:1, No:2",,,,,,
"Donation/gift (cash, animals, materials/ supplies, food, etc.)",624_2,null,YesNoField,,"Yes:1, No:2",,,,,,
"Loan (cash, seeds, animals, etc.)",624_3,null,YesNoField,,"Yes:1, No:2",,,,,,
Remittances,624_4,null,YesNoField,,"Yes:1, No:2",,,,,,
Other,624_5,null,YesNoField,,"Yes:1, No:2",,,,,,
Specify,624_5_specify,null,TextField,Other equal to 1,,,,,,,
Do not know,624_8,null,YesNoField,,"Yes:1, No:2",,,,,,
Refused,624_9,null,YesNoField,,"Yes:1, No:2",,,,,,
Who IN THIS VILLAGE have you given assistance to in the last 12 months?,who_in_this_village_have_you_given_assistance_to_in_the_last_12_months,null,Section,Has your household given assistance to anyone WITHIN THIS VILLAGE in the last 12 months? equal to 1,,,,,,,
Relatives,625_1,null,YesNoField,,"Yes:1, No:2",,,,,,
"Church, mosque, or faith community leader",625_2,null,YesNoField,,"Yes:1, No:2",,,,,,
Village leader,625_3,null,YesNoField,,"Yes:1, No:2",,,,,,
Non-relatives in my ethnic group/clan ,625_4,null,YesNoField,,"Yes:1, No:2",,,,,,
Non-relatives in other ethnic group/clan ,625_5,null,YesNoField,,"Yes:1, No:2",,,,,,
Other,625_6,null,YesNoField,,"Yes:1, No:2",,,,,,
Specify,625_6_specify,null,TextField,Other equal to 1,,,,,,,
Do not know,625_8,null,YesNoField,,"Yes:1, No:2",,,,,,
Refused,625_9,null,YesNoField,,"Yes:1, No:2",,,,,,
"Within the last 12 months, has your household received assistance from anyone WITHIN THIS VILLAGE?",626,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refused:9",,,,,,
What types of assistance has your household received from someone WITHIN THIS VILLAGE in the last 12 months?,what_types_of_assistance_has_your_household_received_from_someone_within_this_village_in_the_last_12_months,null,Section,"Within the last 12 months, has your household received assistance from anyone WITHIN THIS VILLAGE? equal to 1",,,,,,,
"Labor sharing (weeding, plowing, construction, etc.)",627_1,null,YesNoField,,"Yes:1, No:2",,,,,,
"Donation/gift (cash, animals, materials/ supplies, food, etc.)",627_2,null,YesNoField,,"Yes:1, No:2",,,,,,
"Loan (cash, seeds, animals, etc.)",627_3,null,YesNoField,,"Yes:1, No:2",,,,,,
Remittances,627_4,null,YesNoField,,"Yes:1, No:2",,,,,,
Other,627_5,null,YesNoField,,"Yes:1, No:2",,,,,,
Specify,627_5_specify,null,TextField,Other equal to 1,,,,,,,
Do not know,627_8,null,YesNoField,,"Yes:1, No:2",,,,,,
Refused,627_9,null,YesNoField,,"Yes:1, No:2",,,,,,
Who WITHIN THIS VILLAGE provided you with assistance over the last 12 months?,who_within_this_village_provided_you_with_assistance_over_the_last_12_months,null,Section,"Within the last 12 months, has your household received assistance from anyone WITHIN THIS VILLAGE? equal to 1",,,,,,,
Relatives,628_1,null,YesNoField,,"Yes:1, No:2",,,,,,
"Church, mosque, or faith community leader",628_2,null,YesNoField,,"Yes:1, No:2",,,,,,
Village leader,628_3,null,YesNoField,,"Yes:1, No:2",,,,,,
Non-relatives in my ethnic group/clan ,628_4,null,YesNoField,,"Yes:1, No:2",,,,,,
Non-relatives in other ethnic group/clan ,628_5,null,YesNoField,,"Yes:1, No:2",,,,,,
Other,628_6,null,YesNoField,,"Yes:1, No:2",,,,,,
Specify,628_6_specify,null,TextField,Other equal to 1,,,,,,,
Do not know,628_8,null,YesNoField,,"Yes:1, No:2",,,,,,
Refused,628_9,null,YesNoField,,"Yes:1, No:2",,,,,,
Aspirations Index,aspirations_index,null,Section,,,,,,,,
"Next, I would like to ask you questions about your outlook on life and hopes for the future.

The head of household should be the respondent to this section.",next_i_would_like_to_ask_you_questions_about_your_outlook_on_life_and_hopes_for_the_futurethe_head_of_household_should_be_the_respondent_to_this_section,null,Label,,,,,,,,
Please tell me which one of these two views you most agree with.,629,null,SingleChoice,,"“Each person is primarily responsible for his/her success or failure in life”. :1, “One’s success or failure in life is a matter of his/her destiny”. :2",,,,,,
Please tell me which one of these two views you most agree with.,630,null,SingleChoice,,"“To be successful, above all one needs to work very hard”. :1, “To be successful above all one needs to be lucky”. :2",,,,,,
Are you willing to move somewhere else to improve your life?,631,null,YesNoField,,"Yes:1, No:2",,,,,,
Are you hopeful about your children's future?,632,null,YesNoField,,"Yes:1, No:2",,,,,,
What level of education do you want for your children?,633,null,SingleChoice,,"No preference:1, Any level of primary:2, Graduated from primary :3, Graduated from secondary :4, Post-secondary:5, No children in household:6",,,,,,
Below is a series of statements that you may agree or disagree with. Using the scales below indicate your agreement with each item.,below_is_a_series_of_statements_that_you_may_agree_or_disagree_with_using_the_scales_below_indicate_your_agreement_with_each_item,null,Label,,,,,,,,
My experience in life has been that what is going to happen will happen.,634,null,SingleChoice,,"Strongly disagree:1, Disagree:2, Slightly disagree :3, Slightly agree:4, Agree:5, Strongly agree:6",,,,,,
It is not always wise for me to plan too far ahead because many things turn out to be a matter of good or bad fortune.,635,null,SingleChoice,,"Strongly disagree:1, Disagree:2, Slightly disagree :3, Slightly agree:4, Agree:5, Strongly agree:6",,,,,,
I can mostly determine what will happen in my life.,636,null,SingleChoice,,"Strongly disagree:1, Disagree:2, Slightly disagree :3, Slightly agree:4, Agree:5, Strongly agree:6",,,,,,
"When I get what I want, it is usually because I worked hard for it.",637,null,SingleChoice,,"Strongly disagree:1, Disagree:2, Slightly disagree :3, Slightly agree:4, Agree:5, Strongly agree:6",,,,,,
My life is determined by my own actions.,638,null,SingleChoice,,"Strongly disagree:1, Disagree:2, Slightly disagree :3, Slightly agree:4, Agree:5, Strongly agree:6",,,,,,
Health,health,null,Section,Participant consents to interview equal to 1,,,,,,,
Perception of Health Services,perception_of_health_services,null,Section,,,,,,,,
"Now, I would like to ask you some questions about access to healthcare in your community and any experiences you might have had trying to access healthcare in the last six months.

The head of household should be the respondent to this section.",now_i_would_like_to_ask_you_some_questions_about_access_to_healthcare_in_your_community_and_any_experiences_you_might_have_had_trying_to_access_healthcare_in_the_last_six_monthsthe_head_of_household_should_be_the_respondent_to_this_section,null,Label,,,,,,,,
Where do members of this household go for healthcare when sick?,where_do_members_of_this_household_go_for_healthcare_when_sick,null,Section,,,,,,,,
Primary healthcare unit,701_1,null,YesNoField,,"Yes:1, No:2",,,,,,
Primary healthcare center,701_2,null,YesNoField,,"Yes:1, No:2",,,,,,
Public hospital/clinic,701_3,null,YesNoField,,"Yes:1, No:2",,,,,,
Private hospital/clinic,701_4,null,YesNoField,,"Yes:1, No:2",,,,,,
Pharmacy,701_5,null,YesNoField,,"Yes:1, No:2",,,,,,
No medical help available,701_6,null,YesNoField,,"Yes:1, No:2",,,,,,
Other,701_7,null,YesNoField,,"Yes:1, No:2",,,,,,
Specify,701_7_specify,null,TextField,Other equal to 1,,,,,,,
Does the health facility you go to provide free healthcare?,702,null,YesNoField,,"Yes:1, No:2",,,,,,
How long does it take members of this household to reach the health facility?,703,null,SingleChoice,,"Less than 15 minutes :1, 15-29 minutes :2, 30-59 minutes :3, 60-120 minutes :4, More than 120 minutes:5",,,,,,
Have you been to a health facility in the last 6 months?,704,null,YesNoField,,"Yes:1, No:2",,,,,,
"If yes, what was the purpose of your visit?",if_yes_what_was_the_purpose_of_your_visit,null,Section,Have you been to a health facility in the last 6 months? equal to 1,,,,,,,
Check-up,705_1,null,YesNoField,,"Yes:1, No:2",,,,,,
Immunization,705_2,null,YesNoField,,"Yes:1, No:2",,,,,,
Illness,705_3,null,YesNoField,,"Yes:1, No:2",,,,,,
Prenatal care or pregnancy,705_4,null,YesNoField,,"Yes:1, No:2",,,,,,
Postnatal care,705_5,null,YesNoField,,"Yes:1, No:2",,,,,,
Family planning services,705_6,null,YesNoField,,"Yes:1, No:2",,,,,,
HIV services,705_7,null,YesNoField,,"Yes:1, No:2",,,,,,
Growth monitoring/promotion,705_8,null,YesNoField,,"Yes:1, No:2",,,,,,
Moderate or severe acute malnutrition,705_9,null,YesNoField,,"Yes:1, No:2",,,,,,
Other,705_10,null,YesNoField,,"Yes:1, No:2",,,,,,
Specify,705_10_specify,null,TextField,Other equal to 1,,,,,,,
"If yes, how would you rate the quality of the health services you received?",706,null,SingleChoice,Have you been to a health facility in the last 6 months? equal to 1,"Excellent:1, Good:2, Fair:3, Poor:4, Very Poor:5",,,,,,
"If yes, were you satisfied with the services provided by the health facility? ",707,null,SingleChoice,Have you been to a health facility in the last 6 months? equal to 1,"Very satisfied:1, Satisfied :2, Not sure :3, Unsatisfied:4, Very unsatisfied :5",,,,,,
"If you were not satisfied, what was your largest complaint with the health services provided? ",708,null,SingleChoice,"If yes, were you satisfied with the services provided by the health facility?  equal to 4, If yes, were you satisfied with the services provided by the health facility?  equal to 5","Time waiting:1, Bedside manner of doctor/nurse:2, Treatment offered by doctor/nurse:3, Condition of facility:4, Cost:5, Lack of supplies or medicine:6, Distance to clinic or health facility:7, Other:8",,,,,,
Specify,708_08_specify,null,TextField,"If you were not satisfied, what was your largest complaint with the health services provided?  equal to Other",,,,,,,
"If you have not been to a health facility in the last 6 months, were you not sick or were you sick and decided to not visit the health clinic? ",709,null,SingleChoice,Have you been to a health facility in the last 6 months? equal to 2,"Not sick:1, Sick, decided not to visit:2",,,,,,
"If you were sick and decided not to visit a health clinic, what was the reason?",710,null,SingleChoice,"If you have not been to a health facility in the last 6 months, were you not sick or were you sick and decided to not visit the health clinic?  equal to 2","Did not need to see doctor/nurse:1, Visited religious healer:2, Visited traditional healer:3, Too expensive:4, Too far from home:5, No doctor/nurse:6, Clinic lacks medical supplies:7, Clinic closed:8, Concerned about COVID-19:9, Did not receive permission from husband/head of household:10, Other:11",,,,,,
Specify,710_11_specify,null,TextField,"If you were sick and decided not to visit a health clinic, what was the reason? equal to 11",,,,,,,
Trauma,trauma,The head of household should be the respondent to this section.,Section,,,,,,,,
"Trauma occurs when distressing events cause stress that changes a person’s thinking, feelings, behavior, interpersonal relationships, physical well-being, or functioning for daily activities. A person can exhibit changes related to trauma after the distressing event. Now, I would like to ask you some questions about changes in people in your household and community. These are changes that might have happened because of a distressing event. If at any point you feel uncomfortable with these question, you can refuse to answer them.

The head of household should be the respondent to this section. Please ensure the privacy of the respondent by asking these questions with only the respondent present and no other household members. If the respondent signals any discomfort with the questions, please allow them to refuse a response.",trauma_occurs_when_distressing_events_cause_stress_that_changes_a_persons_thinking_feelings_behavior_interpersonal_relationships_physical_well_being_or_functioning_for_daily_activities_a_person_can_exhibit_changes_related_to_trauma_after_the_distressing_event_now_i_would_like_to_ask_you_some_questions_about_changes_in_people_in_your_household_and_community_these_are_changes_that_might_have_happened_because_of_a_distressing_event_if_at_any_point_you_feel_uncomfortable_with_these_question_you_can_refuse_to_answer_themthe_head_of_household_should_be_the_respondent_to_this_section_please_ensure_the_privacy_of_the_respondent_by_asking_these_questions_with_only_the_respondent_present_and_no_other_household_members_if_the_respondent_signals_any_discomfort_with_the_questions_please_allow_them_to_refuse_a_response,null,Label,,,,,,,,
"In the past month have you or anyone you know in your family had problems with their thinking or thoughts (If the respondent has trouble describing some examples can be shared for example, thinking too much, forgetful, difficulty concentrating, feel like you are walking in a daze)",711,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refuse:9",,,,,,
"If yes, can describe to me some of the problems you have experienced or the person you know experienced",712,null,TextField,"In the past month have you or anyone you know in your family had problems with their thinking or thoughts (If the respondent has trouble describing some examples can be shared for example, thinking too much, forgetful, difficulty concentrating, feel like you are walking in a daze) equal to 1",,,,,,,
"In the past month have you or anyone in your community had problems with their thinking or thoughts (If the respondent has trouble describing some examples can be shared for example, thinking too much, forgetful, difficulty concentrating, feel like you are walking in a daze)",713,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refuse:9",,,,,,
"If yes, can describe to me some of the problems you have experienced or the person you know experienced",714,null,TextField,"In the past month have you or anyone in your community had problems with their thinking or thoughts (If the respondent has trouble describing some examples can be shared for example, thinking too much, forgetful, difficulty concentrating, feel like you are walking in a daze) equal to 1",,,,,,,
"In the past month have you or anyone you know in your family had problems with their feelings or emotions (If the respondent has trouble describing some examples can be shared for example, sadness, anger, sorrow, shame)",715,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refuse:9",,,,,,
"If yes, can describe to me some of the problems you have experienced or the person you know experienced",716,null,TextField,"In the past month have you or anyone you know in your family had problems with their feelings or emotions (If the respondent has trouble describing some examples can be shared for example, sadness, anger, sorrow, shame) equal to 1",,,,,,,
"In the past month has anyone in your community had problems with their feelings or emotions (If the respondent has trouble describing some examples can be shared for example, sadness, anger, sorrow, shame)",717,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refuse:9",,,,,,
"If yes, can describe to me some of the problems you have experienced or the person you know experienced",718,null,TextField,"In the past month has anyone in your community had problems with their feelings or emotions (If the respondent has trouble describing some examples can be shared for example, sadness, anger, sorrow, shame) equal to 1",,,,,,,
"In the past month have you or anyone you know in your family  had problems with their behavior (If the respondent has trouble describing some examples can be shared for example, aggressive behavior, angry outburst towards others, hurting children, hurting oneself on purpose)",719,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refuse:9",,,,,,
"If yes, can describe to me some of the problems you have experienced or the person you know experienced",720,null,TextField,"In the past month have you or anyone you know in your family  had problems with their behavior (If the respondent has trouble describing some examples can be shared for example, aggressive behavior, angry outburst towards others, hurting children, hurting oneself on purpose) equal to 1",,,,,,,
"In the past month has anyone in your community had problems with their behavior (If the respondent has trouble describing some examples can be shared for example, aggressive behavior, angry outburst towards others, hurting children, hurting oneself on purpose)",721,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refuse:9",,,,,,
"If yes, can describe to me some of the problems you have experienced or the person you know experienced",722,null,TextField,"In the past month has anyone in your community had problems with their behavior (If the respondent has trouble describing some examples can be shared for example, aggressive behavior, angry outburst towards others, hurting children, hurting oneself on purpose) equal to 1",,,,,,,
"In the past month have you or anyone you know in your family had problems with their interpersonal relationships (If the respondent has trouble describing some examples can be shared for example, feeling isolated, lack of social support or feeling that no one understands, fights with their spouse, trouble getting along with others)",723,null,SingleChoice,,"Yes:1, No:2, Do not know:8, Refuse:9",,,,,,
"If yes, can describe to me some of the problems you have experienced or the person you know experienced",724,null,TextField,"In the past month have you or anyone you know in your family had problems with their interpersonal relationships (If the respondent has trouble describing some examples can be shared for example, feeling isolated, lack of social support or feeling that no one understands, fights with their spouse, trouble getting along with others) equal to 1",,,,,,,
