code,name,type,class,subclass,region,ID_unit,province,municipality,barangay,selected,overselected
DOH000000000002398,LUBAO RURAL HEALTH UNIT III,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),944,PAMPANGA,LUBAO,SAN ISIDRO,0,0
DOH000000000003821,LUPAO RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),945,NUEVA ECIJA,LUPAO,POBLACION SOUTH,0,0
DOH000000000007123,LUZ MAGPAYO-MERCADO RURAL HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),946,PAMPANGA,SASMUAN,SAN NICOLAS 2ND,0,0
DOH000000000003866,MABALACAT RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),947,PAMPANGA,MABALACAT CITY,POBLACION,0,0
DOH000000000003865,MABALACAT RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),948,PAMPANGA,MABALACAT CITY,DAU,0,0
DOH000000000006831,MABALACAT RURAL HEALTH UNIT III,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),949,PAMPANGA,MABALACAT CITY,MABIGA,0,0
DOH000000000042748,MABALACAT RURAL HEALTH UNIT IV,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),950,PAMPANGA,MABALACAT CITY,SAPANG BIABAS,0,0
DOH000000000005871,MABINI HOMESITE RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),951,NUEVA ECIJA,CITY OF CABANATUAN,MABINI HOMESITE,0,0
DOH000000000003903,MACABEBE RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),952,PAMPANGA,MACABEBE,STA. RITA (POB.),0,0
DOH000000000000128,MACABEBE RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),953,PAMPANGA,MACABEBE,SAN RAFAEL,0,0
DOH000000000000191,MAGALANG RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),954,PAMPANGA,MAGALANG,SAN NICOLAS 1ST (POB.),0,0
DOH000000000003196,MAGALANG RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),955,PAMPANGA,MAGALANG,SAN ILDEFONSO,0,0
DOH000000000034416,MALOLOS CITY HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),956,BULACAN,CITY OF MALOLOS (CAPITAL),SANTO NI?O (POB.),0,0
DOH000000000002136,MARIA AURORA MAIN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),957,AURORA,MARIA AURORA,BARANGAY III (POB.),0,0
DOH000000000032051,MARILAO RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),958,BULACAN,MARILAO,PATUBIG,1,0
DOH000000000007431,MARILAO RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),959,BULACAN,MARILAO,POBLACION I,0,0
DOH000000000002093,MARIVELES RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),960,BATAAN,MARIVELES,SAN CARLOS,0,0
DOH000000000003845,MARIVELES RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),961,BATAAN,MARIVELES,CABCABEN,0,0
DOH000000000004650,MARIVELES RURAL HEALTH UNIT III,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),962,BATAAN,MARIVELES,POBLACION,0,0
DOH000000000042769,MARIVELES RURAL HEALTH UNIT IV,Rural Health Unit,Government,NA,REGION III (CENTRAL LUZON),963,BATAAN,MARIVELES,BATANGAS II,0,0
DOH000000000003744,MASANTOL RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),964,PAMPANGA,MASANTOL,SAN NICOLAS (POB.),0,0
DOH000000000004514,MASANTOL RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),965,PAMPANGA,MASANTOL,SAN AGUSTIN,0,0
DOH000000000007206,MASINLOC RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),966,ZAMBALES,MASINLOC,SOUTH POBLACION,0,0
DOH000000000007211,MAYANTOC RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),967,TARLAC,MAYANTOC,POBLACION SUR,0,0
DOH000000000002188,MAYAPYAP SUR RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),968,NUEVA ECIJA,CITY OF CABANATUAN,DAANG SARILE,0,0
DOH000000000007159,MEXICO RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),969,PAMPANGA,MEXICO,PARIAN (POB.),0,0
DOH000000000002774,MEXICO RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),970,PAMPANGA,MEXICO,SAN JOSE MALINO,0,0
DOH000000000002417,MEXICO RURAL HEALTH UNIT III,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),971,PAMPANGA,MEXICO,SANTO DOMINGO,0,0
DOH000000000007456,MEXICO RURAL HEALTH UNIT IV,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),972,PAMPANGA,MEXICO,PANDACAQUI,0,1
DOH000000000035818,MEXICO RURAL HEALTH UNIT V,Rural Health Unit,Government,NA,REGION III (CENTRAL LUZON),973,PAMPANGA,MEXICO,ANAO,0,0
DOH000000000043744,MEYCAUAYAN CITY HEALTH UNIT 10,Rural Health Unit,Government,NA,REGION III (CENTRAL LUZON),974,BULACAN,CITY OF MEYCAUAYAN,CAMALIG,0,0
DOH000000000043743,MEYCAUAYAN CITY HEALTH UNIT 8,Rural Health Unit,Government,NA,REGION III (CENTRAL LUZON),975,BULACAN,CITY OF MEYCAUAYAN,LAWA,0,1
DOH000000000043745,MEYCAUAYAN CITY HEALTH UNIT 9,Rural Health Unit,Government,NA,REGION III (CENTRAL LUZON),976,BULACAN,CITY OF MEYCAUAYAN,SALUYSOY,0,0
DOH000000000007432,MEYCAUAYAN CITY HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),977,BULACAN,CITY OF MEYCAUAYAN,BAYUGO,0,1
DOH000000000007433,MEYCAUAYAN CITY HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),978,BULACAN,CITY OF MEYCAUAYAN,POBLACION,0,0
DOH000000000007435,MEYCAUAYAN CITY HEALTH UNIT III,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),979,BULACAN,CITY OF MEYCAUAYAN,IBA,0,0
DOH000000000007436,MEYCAUAYAN CITY HEALTH UNIT IV,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),980,BULACAN,CITY OF MEYCAUAYAN,MALHACAN,0,1
DOH000000000026654,MEYCAUAYAN CITY HEALTH UNIT V,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),981,BULACAN,CITY OF MEYCAUAYAN,PEREZ,0,0
DOH000000000026655,MEYCAUAYAN CITY HEALTH UNIT VI,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),982,BULACAN,CITY OF MEYCAUAYAN,BANCAL,1,0
DOH000000000007434,MEYCAUAYAN CITY HEALTH UNIT VII,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),983,BULACAN,CITY OF MEYCAUAYAN,PANDAYAN,0,0
DOH000000000007161,MINALIN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),984,PAMPANGA,MINALIN,SAN NICOLAS (POB.),0,0
DOH000000000007229,MONCADA RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),985,TARLAC,MONCADA,POBLACION 1,0,0
DOH000000000007366,MONCADA RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),986,TARLAC,MONCADA,RIZAL,0,0
DOH000000000002609,MORONG RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),987,BATAAN,MORONG,POBLACION,0,0
DOH000000000003434,NAMPICUAN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),988,NUEVA ECIJA,NAMPICUAN,NORTH POBLACION,0,0
DOH000000000000120,NEW BANICAIN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),989,ZAMBALES,CITY OF OLONGAPO,BANICAIN,0,0
DOH000000000005908,NEW CABALAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),990,ZAMBALES,CITY OF OLONGAPO,NEW CABALAN,0,0
DOH000000000007228,NORZAGARAY RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),991,BULACAN,NORZAGARAY,POBLACION,0,0
DOH000000000007438,NORZAGARAY RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),992,BULACAN,NORZAGARAY,BIGTE,0,0
DOH000000000032068,NORZAGARAY RURAL HEALTH UNIT III,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),993,BULACAN,NORZAGARAY,TIGBE,0,0
DOH000000000007210,OBANDO RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),994,BULACAN,OBANDO,PALIWAS,0,0
DOH000000000003439,ORANI RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),995,BATAAN,ORANI,MULAWIN,0,0
DOH000000000003659,ORION RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),996,BATAAN,ORION,WAWA (POB.),0,0
DOH000000000000160,PAG-ASA RURAL HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),997,ZAMBALES,CITY OF OLONGAPO,PAG-ASA,0,0
DOH000000000005877,PALAUIG RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),998,ZAMBALES,PALAUIG,WEST POBLACION,0,0
DOH000000000000695,PALAYAN CITY HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),999,NUEVA ECIJA,CITY OF PALAYAN (CAPITAL),SINGALAT,0,0
DOH000000000007439,PANDI RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1000,BULACAN,PANDI,POBLACION,0,0
DOH000000000040312,PANDI RURAL HEALTH UNIT II,Rural Health Unit,Government,NA,REGION III (CENTRAL LUZON),1001,BULACAN,PANDI,BAGONG BARRIO,0,0
DOH000000000040313,PANDI RURAL HEALTH UNIT III,Rural Health Unit,Government,NA,REGION III (CENTRAL LUZON),1002,BULACAN,PANDI,MAPULANG LUPA,0,0
DOH000000000003463,PANIQUI RURAL HEALTH UNIT I (SUPER HEALTH CENTER),Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1003,TARLAC,PANIQUI,POBLACION NORTE,0,0
DOH000000000002109,PANIQUI RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1004,TARLAC,PANIQUI,BALAOANG,0,0
DOH000000000006400,PANTABANGAN RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1005,NUEVA ECIJA,PANTABANGAN,POBLACION EAST,0,0
DOH000000000007217,PAOMBONG RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1006,BULACAN,PAOMBONG,POBLACION,0,0
DOH000000000007378,PAOMBONG RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1007,BULACAN,PAOMBONG,SAN ISIDRO II,0,0
DOH000000000005319,PEÑARANDA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1008,NUEVA ECIJA,PE?ARANDA,POBLACION I,0,0
DOH000000000004176,PILAR RURAL HEALTH UNIT - LT. JUAN ALDABA MEMORIAL HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1009,BATAAN,PILAR,PANILAO,0,1
DOH000000000007218,PLARIDEL RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1010,BULACAN,PLARIDEL,POBLACION,0,0
DOH000000000000192,PLARIDEL RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1011,BULACAN,PLARIDEL,DAMPOL,0,0
DOH000000000030571,PLARIDEL RURAL HEALTH UNIT III,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1012,BULACAN,PLARIDEL,SAN JOSE,0,0
DOH000000000037133,PLARIDEL RURAL HEALTH UNIT IV,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1013,BULACAN,PLARIDEL,TABANG,0,0
DOH000000000002023,POBLACION RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1014,BATAAN,DINALUPIHAN,PADRE DANDAN (POB.),0,1
DOH000000000007457,PORAC RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1015,PAMPANGA,PORAC,POBLACION,0,0
DOH000000000000882,PORAC RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1016,PAMPANGA,PORAC,MANIBAUG LIBUTAD,0,0
DOH000000000007440,PULILAN MATERNITY AND CHILD CARE CENTER,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1017,BULACAN,PULILAN,POBLACION,0,0
DOH000000000007441,PULILAN RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1018,BULACAN,PULILAN,CUTCOT,0,0
DOH000000000000049,PURA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1019,TARLAC,PURA,POBLACION 2,0,0
DOH000000000002765,QUEZON DISTRICT RURAL HEALTH UNIT V,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1020,NUEVA ECIJA,CITY OF CABANATUAN,QUEZON DISTRICT (POB.),0,0
DOH000000000004089,QUEZON RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1021,NUEVA ECIJA,QUEZON,BARANGAY II (POB.),0,0
DOH000000000007204,RAMOS RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1022,TARLAC,RAMOS,POBLACION SOUTH,0,0
DOH000000000005680,RIZAL RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1023,NUEVA ECIJA,RIZAL,POBLACION NORTE,0,0
DOH000000000050513,RIZAL SUPER HEALTH CENTER,Rural Health Unit,Government,NA,REGION III (CENTRAL LUZON),1024,NUEVA ECIJA,RIZAL,DEL PILAR,0,0
DOH000000000003968,ROSAURO R. TANGSON MEMORIAL CLINIC,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1025,AURORA,SAN LUIS,BARANGAY II (POB.),0,1
DOH000000000004382,SAMAL RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1026,BATAAN,SAMAL,EAST DAANG BAGO (POB.),0,0
DOH000000000001998,SAN AGUSTIN RURAL HEALTH UNIT IV,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1027,PAMPANGA,CITY OF SAN FERNANDO (CAPITAL),SAN AGUSTIN,0,0
DOH000000000005880,SAN ANTONIO MUNICIPAL HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1028,ZAMBALES,SAN ANTONIO,RIZAL,0,0
DOH000000000006397,SAN ANTONIO RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1029,NUEVA ECIJA,SAN ANTONIO,POBLACION,0,0
DOH000000000000890,SAN ANTONIO RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1030,NUEVA ECIJA,SAN ANTONIO,SANTO CRISTO,0,0
DOH000000000002998,SAN ANTONIO RURAL HEALTH UNIT III,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1031,NUEVA ECIJA,SAN ANTONIO,SAN FRANCISCO,0,0
DOH000000000000099,SAN CLEMENTE RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1032,TARLAC,SAN CLEMENTE,POBLACION SUR,0,0
DOH000000000030926,SAN FELIFE RURAL HEALTH UNIT AND LYING-IN CLINIC,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1033,ZAMBALES,SAN FELIPE,FERIA (POB.),0,0
DOH000000000007221,SAN ILDEFONSO MAIN HEALTH CENTER I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1034,BULACAN,SAN ILDEFONSO,POBLACION,0,0
DOH000000000007442,SAN ILDEFONSO MAIN HEALTH CENTER II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1035,BULACAN,SAN ILDEFONSO,PINAOD,0,0
DOH000000000007443,SAN ILDEFONSO MAIN HEALTH CENTER III,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1036,BULACAN,SAN ILDEFONSO,MALIPAMPANG,0,0
DOH000000000041496,SAN ILDEFONSO RURAL HEALTH UNIT I,Rural Health Unit,Government,NA,REGION III (CENTRAL LUZON),1037,BULACAN,SAN ILDEFONSO,POBLACION,0,0
DOH000000000004901,SAN ISIDRO RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1038,NUEVA ECIJA,SAN ISIDRO,POBLACION,0,0
DOH000000000001446,SAN ISIDRO RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1039,NUEVA ECIJA,SAN ISIDRO,SANTO CRISTO,0,0
DOH000000000002681,SAN JOSE CITY HEALTH OFFICE,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1040,NUEVA ECIJA,SAN JOSE CITY,RAYMUNDO EUGENIO POB.,0,0
DOH000000000003437,SAN JOSE CITY RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1041,NUEVA ECIJA,SAN JOSE CITY,PALESTINA,0,0
DOH000000000003966,SAN JOSE CITY RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1042,NUEVA ECIJA,SAN JOSE CITY,CALAOCAN,0,0
DOH000000000001402,SAN JOSE CITY RURAL HEALTH UNIT III,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1043,NUEVA ECIJA,SAN JOSE CITY,ABAR IST,0,0
DOH000000000026656,SAN JOSE CITY RURAL HEALTH UNIT IV,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1044,NUEVA ECIJA,SAN JOSE CITY,SANTO NI?O 1ST,0,0
DOH000000000005300,SAN JOSE DEL MONTE CITY HEALTH CENTER I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1045,BULACAN,CITY OF SAN JOSE DEL MONTE,POBLACION I,0,0
DOH000000000005099,SAN JOSE DEL MONTE CITY HEALTH CENTER II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1046,BULACAN,CITY OF SAN JOSE DEL MONTE,TUNGKONG MANGGA,0,0
DOH000000000007425,SAN JOSE DEL MONTE CITY HEALTH CENTER III,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1047,BULACAN,CITY OF SAN JOSE DEL MONTE,MINUYAN IV,0,0
DOH000000000034499,SAN JOSE DEL MONTE CITY HEALTH CENTER IV,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1048,BULACAN,CITY OF SAN JOSE DEL MONTE,FATIMA V,1,0
DOH000000000040341,SAN JOSE DEL MONTE CITY HEALTH CENTER IX,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1049,BULACAN,CITY OF SAN JOSE DEL MONTE,PARADISE III,0,0
DOH000000000007450,SAN JOSE DEL MONTE CITY HEALTH CENTER V,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1050,BULACAN,CITY OF SAN JOSE DEL MONTE,SANTA CRUZ III,0,0
DOH000000000034657,SAN JOSE DEL MONTE CITY HEALTH CENTER VI,Rural Health Unit,Government,NA,REGION III (CENTRAL LUZON),1051,BULACAN,CITY OF SAN JOSE DEL MONTE,MUZON,0,0
DOH000000000040347,SAN JOSE DEL MONTE CITY HEALTH CENTER VII,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1052,BULACAN,CITY OF SAN JOSE DEL MONTE,MUZON,0,0
DOH000000000040327,SAN JOSE DEL MONTE CITY HEALTH CENTER VIII,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1053,BULACAN,CITY OF SAN JOSE DEL MONTE,GAYA-GAYA,0,0
DOH000000000040333,SAN JOSE DEL MONTE CITY HEALTH CENTER X,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1054,BULACAN,CITY OF SAN JOSE DEL MONTE,MINUYAN PROPER,0,0
DOH000000000040343,SAN JOSE DEL MONTE CITY HEALTH CENTER XI,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1055,BULACAN,CITY OF SAN JOSE DEL MONTE,FRANCISCO HOMES-MULAWIN,0,0
DOH000000000007234,SAN JOSE HEALTH CENTER (RURAL HEALTH UNIT I),Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1056,PAMPANGA,CITY OF SAN FERNANDO (CAPITAL),SAN JOSE,0,0
DOH000000000003444,SAN JOSE RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1057,TARLAC,SAN JOSE,VILLA AGLIPAY,0,0
DOH000000000006903,SAN JOSE RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1058,BULACAN,BULACAN,SAN JOSE (POB.),0,0
DOH000000000007147,SAN JOSEF NORTE RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1059,NUEVA ECIJA,CITY OF CABANATUAN,SAN JOSEF NORTE,0,0
DOH000000000006419,SAN LEONARDO RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1060,NUEVA ECIJA,SAN LEONARDO,SAN BARTOLOME (POB.),0,0
DOH000000000002785,SAN LEONARDO RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1061,NUEVA ECIJA,SAN LEONARDO,DIVERSION,0,0
DOH000000000007173,SAN LUIS RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1062,PAMPANGA,SAN LUIS,SANTA CRUZ POBLACION,0,0
DOH000000000000181,SAN LUIS RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1063,PAMPANGA,SAN LUIS,SANTA MONICA,0,0
DOH000000000007203,SAN MANUEL COMMUNITY HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1064,TARLAC,SAN MANUEL,POBLACION,0,0
DOH000000000007163,SAN MARCELINO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1065,ZAMBALES,SAN MARCELINO,CENTRAL (POB.),0,0
DOH000000000043741,SAN MARCELINO RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1066,ZAMBALES,SAN MARCELINO,SAN RAFAEL,0,0
DOH000000000007220,SAN MIGUEL RURAL HEALTH UNIT I (ELADIA),Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1067,BULACAN,SAN MIGUEL,POBLACION,0,0
DOH000000000007387,SAN MIGUEL RURAL HEALTH UNIT II (SANTA RITA MATANDA),Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1068,BULACAN,SAN MIGUEL,SANTA RITA MATANDA,0,0
DOH000000000007391,SAN MIGUEL RURAL HEALTH UNIT III (SALACOT),Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1069,BULACAN,SAN MIGUEL,SALACOT,0,0
DOH000000000000896,SAN MIGUEL RURAL HEALTH UNIT IV (BULIRAN),Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1070,BULACAN,SAN MIGUEL,BULIRAN,0,0
DOH000000000007155,SAN NARCISO RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1071,ZAMBALES,SAN NARCISO,SAN RAFAEL (POB.),0,0
DOH000000000000151,SAN NICOLAS MAIN HEALTH CENTER (RURAL HEALTH UNIT III),Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1072,PAMPANGA,CITY OF SAN FERNANDO (CAPITAL),SAN NICOLAS,0,0
DOH000000000007399,SAN RAFAEL RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1073,BULACAN,SAN RAFAEL,SAMPALOC,0,0
DOH000000000007389,SAN RAFAEL RURAL HEALTH UNIT II (MAGUINAO),Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1074,BULACAN,SAN RAFAEL,MAGUINAO,0,0
DOH000000000001693,SAN RAFAEL RURAL HEALTH UNIT III AND BIRTHING STATION,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1075,BULACAN,SAN RAFAEL,POBLACION,0,0
DOH000000000007244,SAN SIMON RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1076,PAMPANGA,SAN SIMON,SAN JOSE,0,0
DOH000000000004754,SANTA ANA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1077,PAMPANGA,SANTA ANA,SAN JOAQUIN (POB.),0,0
DOH000000000004785,SANTA CRUZ RURAL HEALTH UNIT I,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1078,ZAMBALES,SANTA CRUZ,BAYTO,0,0
DOH000000000000152,SANTA CRUZ RURAL HEALTH UNIT II,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1079,ZAMBALES,SANTA CRUZ,BAYTO,0,0
DOH000000000007151,SANTA IGNACIA RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,REGION III (CENTRAL LUZON),1080,TARLAC,SANTA IGNACIA,POBLACION WEST,1,0
