KII ID,row,County/Akobo,Gender/Female,Intervention Type/Advocacy,Intervention Type/Peacebuilding,Perception of Stresses/Improved,Programming Gaps/Health,Resilience,Respondent Type/Government,Shocks/Drought,Shocks/Financial,Shocks/Hunger,Stresses/Conflict,Gender/Male,Intervention Type/Livelihoods,Programming Gaps/Capacity Building,Programming Gaps/Violence Prevention,Respondent Type/CSO_NGO Worker,Intervention Type/Humanitarian,Perception of Stresses/Worsened,Programming Gaps/Agriculture,Programming Gaps/Infastructure,Intervention Type/Economic,Programming Gaps/Financial,Shiocks/Food,Shocks/Flood,Respondent Type/Youth Leader,Stresses/Climate Change,County/Budi,Programming Gaps/Infrastructure,Programming Gaps/Protection,Programming Gaps/Life skills,Shocks/Pests,Intervention Type/Agriculture,Intervention Type/Protection,Programming Gaps/WASH,Shocks/Pest,Vulnerable Populations/Women,Programming Gaps/Education,Respondent Type/Private Sector,County/Jur River,Intervention Type/Education,Intervention Type/Nutrition,Intervention Type/Humanitarian Assistance,Intervention Type/Infrastructure,Perception of Stresses/Same,Intervention Type/Health services,Shocks/Medical Condition,County/Kapoeta North,"Programming Gaps/Violence Prevention
Programming Gaps/Peacebuilding?",Respondent Type/Community Leader,Intervention Type/WASH,Programming Gaps/Coordination,Respondent Type/Women Leader,Programming Gaps/ROL,County/Pibor,Stresses/Protection,Stresses/Unemployment,Respondent Type/IPs,County/Wau,Intervention Type/Peabuilding,Stresses/Corruption,Vulnerable Populations/Youth
Jur River_KII_16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Youth remain vulnerable to a number of issues. Currently, youth are not engaged in agriculture due to the prolonged dry season, that this makes youth vulnerable. There are no much support to the youth in terms of entrepreneurship and business support. Some youth have been supported by partners on vocational skills, however, majority of the youth in each boma are faced with unemployment and limited economic opportunities.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"During lean seasons, majority of the community depends on wild roots and vegetables. Those days they used to depend on world food program which has stopped already. With the two common natural disaster in Jur River, there is little realization of development however, the community are not giving up on trying to adapt to the circumstances.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jur River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_17,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_17,7,NA,NA,NA,NA,NA,NA,NA,County Agriculture Director,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The county agriculture development work closely with community to provide them with skills on best agriculture practices, and how to control pest and diseases. They liase with IPs like FAO, to support farmers with trainings and agricultural inputs. Hope agent for relief and development (HARD), Agency for Technical Cooperation and Development (ACTED) and JOHANNITER support the community of Jur River in various ways including food security and livilihood. Training  of small scale business and Village saving loan association.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_17,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"With agriculture, community mostly resolve on planting short term crops (okra, maize, groundnuts, short term sorghum, beans anf others. Crops that can only survive between these seasons of flood and dry spell.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_17,13,NA,NA,NA,NA,"The county agriculture development has been doing a lot of awareness to the community to be resilience interms of producing their own seeds and not relying on external help and majority of people are already doing so. Communities are slowly moving out from waiting for assisstance to being independent. If not because of the freequent  flood,  Jur River used not to depend on humanitarian aids.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The community need improved mechanism of cultivation like ox-plough,  this will allow them cultivate large piece of land and to produce enough crops.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There are no major gaps in service delivery, however, irrigation facilities are lacking especially during dry seasons.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Climent change and disease. ( long dry spell and flood) affect agriculture seasons so much. Some adaptive seeds that are being brought from outside the country sometimes get affected by the climent.  The rain normally delays like now it is  the month of May and there is no rain yet, and shortly between September there will be too mcuh rain that may lead to floodings. These changes destroys most long term  crops like type two maize and  sorghum                                                                                                                                                              The high risk flood affected areas in Jur River are Marial Bai, Udici, some parts of Kangi and some bomas like Mbili in Kuajieno. These areas get affected yearly and causes migrations in the county. Natural disaster affects both men and women but obviously it has much effect on children and elderly people",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_18,6,NA,NA,NA,NA,NA,Health facilities which are cut off by HPF have experience a lot of health casualties like suddan death (pregnant mothers and children),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jur River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_18,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"At the moment CHP  has  no plans put in place order to respond to this crisis of shortages of drugs in the country,  CHD is looking forward to the donors to revisit their plans and continue to the support south Sudan.","The major shocks interms of Health is the HPF funding shortage, which  has affected many facilities , In 2021 HPF was supporting 31 health facilities  and  the other 20 facilities were being supported by county health department through the same little support that was coming from HPF. In  2022 HPF dropped many other health facilities and currently supporting only twelve (12) health facilities. This has many implecations in the life of the community because amny of them can not access private clinics due to money. Men and women face the same health conditions but children and mothers suffered the most.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The situation remains the same because the government has no capacity to support health facilities with drugs and this calls for donors intervention.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_18,5,NA,NA,NA,NA,NA,Unhealthy communinty means unhealthy development. Majority of the communnity may not be able to cattered for themselves hence remain dependant to the external assisstance.  There is no much resilience realised in terms of health in the county.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_18,7,NA,NA,NA,NA,NA,There is an urgent need to put more fundings in health department in order to prevent unsual death and also motivate the workers to work effectively.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_18,8,NA,NA,NA,NA,NA,NA,NA,County Health Director (CHD),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jur River_KII_18,9,NA,NA,NA,NA,NA,NA,NA,"County health department is the wing of the government , who sees and respond to health servieces within the county and respond to headquator. They work with partners like health pooled fund (HPF) and Cordaid international. These IPs provide drugs, cars and fuel, office space with internet. They also provide incentives for the CHD at monthly basis. They provide traing to midwives and clinical offices and other departments. Unicef and WHO privide vaccines and help in times disease surveillance. MIHR support in FP activities , JOHANNITER implementting nutrition to under 5 and PLWs.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kapoeta North,"Yes, the continue monitoring of peace dialogue is something missing most in the peace dialogue where the communities agreed but later they break the agreement due to lack of follow up by partners or government involved in the dialogue.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_19,14,NA,NA,NA,"The peace dialogue, because with peace the community can have barter trade with other communities for example taking goats to Buya land in exchange of sorghums . With peace the business men can expand their business, with peace also most communities members have access to schools, health services, market and cultivate peacefully.","There is a change in the County because in the past, people were not practicing kitchen gardens but now most of the households have the kitchen garden in their compounds. The community has open school farm fields in 4 out of 7 primary schools such as Choroi, Karukomunge, Riwoto, and ST Mary primary schools. The community members have taken their children to school both boys and girls yet in the past year's girls were not considered due to sensitization from education partners, now the community has known the importance of girl child education. The youths are now engaged in doing small business in the county not like before hencefored, there is much improvement in Kapoeta North in last 12 months compared to last years back.",NA,NA,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_19,13,NA,NA,NA,Approaches used were peace dialogue among the communities involved in the raiding and early preparation of farm land while waiting for rainy season.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_19,15,NA,NA,NA,"There is need to have laws and regulation to be abide by all communities involve in agreement and if any community break the laws will punish. the solution, resolution and follow up of dialogue is something important in peace dialogue.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chair-person (youth-center),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I am Elia Iko, the chairperson of the youth in Kapoeta North. The youth in the County plays a big role in supporting the community to have food by doing a small business by bringing food items in the nearby communities, the youths assist their parents and their wives in farming, including the creation of awareness in the community on the importance of nutrition to community members so that they can practice balance diet always. The youths rear animals in the community and assist members during shocks like flooding or outbreak of fire by carrying people's properties to a safe place, the youth body has a plan in place to address disaster management that organize to mitigate the flooding by digging the dykes in affected Payams such as Paringa, Chumakori and Lomeyen respectively.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_19,9,NA,NA,NA,NA,NA,NA,NA,NA,"The main shocks and stressors are Cattle raiding amongest the neighbours communities of Murle, Buya Tenent and Drought ( Long dryspell) which are not frequently practice. The county was affected during cattle raiding where members lost lives and resources (Cattles) which is main source of income in the county, while  youths, men and women became traumatized after losing their loved ones and cattles. The incident increased the number of widows in the county.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The economy in terms of dollar rates frequently raises up and down hence affecting business people when they need to restock their shops and later they sell at losses.  when the dollar rate raises up, reduces the supply of goods in the County.                                                                                                                                                                                                  Insecurity is stressful to businessmen who purchase their goods from Juba and end up being attacked along the way by robbers leading to loss of lives and properties. henceforth slows business in the County.                                                                                                                                                                                       Impassable roads during the rainy season delay business people's goods from reaching on time due to muddy and flowing rivers along the road keeping them overstaying in the bush. cattle raiding and drought which made most of the members migrate from the County in search of a peaceful place and green pasture for their animals.                                                 Increment of taxes by the county government leads to a rise in prices which affects the community.",NA,NA,NA,NA,NA,"Yes, most businesses were closed due to the inter-communal conflict.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kapoeta North,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_20,15,NA,NA,NA,NA,"yes, there is a lot of improvement because the County has improved in terms of service delivery in the business sector. Many people have known the importance of business, education, and agriculture in the entire County and most households have sent their children to school both girls and boys than before where the boys were accepted only to be taken to school.",NA,NA,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_20,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I am by name called JOHN LOTEDE and the chairperson chamber of commerce. Our institution is committed to buying goods and services from neighboring Countries in case of food shortage in the County. They buy local sorghums from the locals and sell to them during the dry season when they have in their households. They sell farm tools and equipment such as watering cans, slashes, spades, pangs, rakes, hoes, and the tools help the community members in disaster risk reduction in case there is flooding as well as use the tools for their cultivation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_20,10,NA,NA,NA,NA,NA,NA,NA,Chair-person (Chamber of Commerce),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The reduction of taxes made the businessmen and the community transact business peacefully and grow in terms of business where people exchange goods and services smoothly.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxes were reduced                                                                                                                                                                                         Being friendly to people in the trading center                                                                                                                                                     Wait until the rivers and the roads dry up                                                                                                                                           Purchase enough goods and services during the dry season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_21,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peace dialogue follow-up from both communities hindering the implementation of peace to last,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kapoeta North,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_21,16,NA,NA,NA,Peace dialogue amongst the communities involved in the cattle raiding                                                                                                                                                               Patiently waits for rain and practice small-scale irrigation at the household level.,"There is a lot of improvement in the County as per my observation in terms of business activities in the County which had increased than before and most of the local youth have their own shops in the County. many households have taken their children to school in good numbers both girls and boys which was not there before meaning there is improvement in education. the locals have access to health services, markets, and GFD.",NA,NA,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_21,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I am Joseph Losike, the paramount chief of Kapoeta North County. our institution coordinates with the County government and local people in creating awareness of agriculture to reach every village through bomas chiefs where people are sensitized with the message of clearing their farm fields as early as March when the rain is about to start for enough food harvesting in the County. through IP intervention in collaboration with the local leaders, people have learned how to cook, clean and eat nutritious food after sensitization by their leaders.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_21,17,NA,NA,NA,Peace dialogue is helpful in terms of development whereby the community can do their own business and farming activities without any problem.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paramount Chief (Local Authority),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There is a need for the partners to be quick in response to shocks like flooding, wildfire, and heavy winds. When information is passed to the partners, they tend to delay during intervention  and most of the Payams were affected by flooding too but there was no help at all.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cattle Raiding and Drought                                                                                                                                                                                                                                              During cattle raiding, many people lost their lives and properties causing trauma to youths who lost their colleagues during raiding and women lost their husbands and their relatives as well.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_22,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kapoeta North,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_22,17,NA,NA,NA,NA,"Yes, the situation in this County has improved and most of the household members have access to the market through the opening of feeders roads that connect bomas to the main center.",NA,NA,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_22,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Edward Lopoche is my name, am the County RRC Coordinator. Through RRC, the community gets sensitization to crop farming and other local production with the help of partners who support agriculture activities in the County and people get to learn the skills for farming. A good number of members in the community defend on cattle keeping and therefore his institution keeps encouraging the community to rare their animals as well as take nutritious food always by balancing the diets, as their institution monitors the improvement of the situation among the members.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_22,18,NA,NA,NA,"Peace dialogue among Toposa, Murle, Buya, and Tenent communities                                                                                                                                                            Preparing field farms and wait for rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_22,19,NA,NA,NA,"The peace dialogue because with peace the community can have barter trade with other communities that are involved in cattle raiding and also the community can produce enough food when the community members are living in harmony with other neighboring communities and these will improve the development of schools, health and big centers for selling and buying of local products that being produce by locals.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The health facilities can be accessed by most of the members which was hard some years back to access. the community has brought their children to school willingly both boys and girls yet in the past boys were only allowed to go to school. the community members have practice hygiene and as you can see the center is clean. The County has improved in terms of business where most of the youth engaged themselves in business activities as well as women.,"Follow-up of resolution is lacking in peace dialogue making the communities to raid others after some time.                                                                                                                During fire outbreak in far Payam of Kapoeta North, there is no quick response from the partners and the county government.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_22,11,NA,NA,NA,NA,NA,NA,NA,RRC Coordinator (County Government),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_22,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cattle raiding 
drought (dryspell)                                                                                                                                      
The shocks are not frequent but occurs occasionally                                                                     
 The County was affected most recently, Members lost lives, colleagues, and cattle to the raiders. Many young productive youths become traumatized after the incident.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kapoeta North_KII_23,5,NA,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kapoeta North,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
