KII ID,row,County/Akobo,Gender/Female,Intervention Type/Advocacy,Intervention Type/Peacebuilding,Perception of Stresses/Improved,Programming Gaps/Health,Resilience,Respondent Type/Government,Shocks/Drought,Shocks/Fincial,Shocks/Hunger,Stresses/Conflict,Gender/Male,Intervention Type/Livelihoods,Programming Gaps/Capacity Building,Programming Gaps/Violence Prevention,Respondent Type/CSO_NGO Worker,Intervention Type/Humanitarian,Perception of Stresses/Worsened,Programming Gaps/Agriculture,Programming Gaps/Infastructure,Intervention Type/Economic,Programming Gaps/Fincial,Shiocks/Food,Shocks/Flood,Respondent Type/Youth Leader,Stresses/Climate Change,County/Budi,Programming Gaps/Infrastructure,Programming Gaps/Protection,Programming Gaps/Life skills,Shocks/Pests,Intervention Type/Agriculture,Intervention Type/Protection,Programming Gaps/WASH,Shocks/Pest,Vulnerable Populations/Women,Programming Gaps/Education,Respondent Type/Private Sector,County/Jur River,Intervention Type/Education,Intervention Type/Nutrition,Intervention Type/Humanitarian Assistance,Intervention Type/Infrastructure,Perception of Stresses/Same,Intervention Type/Health services,Shocks/Medical Condition,County/Kapoeta North,"Programming Gaps/Violence Prevention
Programming Gaps/Peacebuilding?",Respondent Type/Community Leader,Intervention Type/WASH,Programming Gaps/Coordition,Respondent Type/Women Leader,Programming Gaps/ROL,County/Pibor,Stresses/Protection,Stresses/Unemployment,Respondent Type/IPs,County/Wau,Intervention Type/Peabuilding,Stresses/Corruption,Vulnerable Populations/Youth
Kapoeta North_KII_25,7,,,,,,,,,,,,,,,,,,,,,,,,,,"I am Elia Iko, the chairperson of the youth in Kapoeta North. The youth in the County plays a big role in supporting the community to have food by doing a small business by bringing food items in the nearby communities, the youths assist their parents and their wives in farming, including the creation of awareness in the community on the importance of nutrition to community members so that they can practice balance diet always. The youths rear animals in the community and assist members during shocks like flooding or outbreak of fire by carrying people's properties to a safe place, the youth body has a plan in place to address disaster magement that organize to mitigate the flooding by digging the dykes in affected Payams such as Paringa, Chumakori and Lomeyen respectively.",,,Lack of transportation for the victims after the raids lead to the death of some victims.,,,,,,,,,,,,,,,,,,,Kapoeta North,,,,,,,,,,,,,,
Kapoeta North_KII_25,8,,,,,,Lack of transportation for the victims after the raids lead to the death of some victims.,,,,,,,,,,,,,,,,,,,,"I am Elia Iko, the chairperson of the youth in Kapoeta North. The youth in the County plays a big role in supporting the community to have food by doing a small business by bringing food items in the nearby communities, the youths assist their parents and their wives in farming, including the creation of awareness in the community on the importance of nutrition to community members so that they can practice balance diet always. The youths rear animals in the community and assist members during shocks like flooding or outbreak of fire by carrying people's properties to a safe place, the youth body has a plan in place to address disaster magement that organize to mitigate the flooding by digging the dykes in affected Payams such as Paringa, Chumakori and Lomeyen respectively.",,,,,,,,,,,,,,,,,,,,,,Kapoeta North,,,,,,,,,,,,,,
Kapoeta North_KII_25,19,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapoeta North_KII_25,20,,,,,"There is a lot of improvement in terms of community resilience. The community has picked and coped with the strategies after receiving training from the partners on the awareness and importance of persol hygiene, and CLTS to avoid open defecations. and to cope with life through trauma healing. The community has improved in agriculture and most of the members have known the importance of crop farming and rearing of the animals as well.",,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapoeta North_KII_25,25,,,,The approach used to address cattle raiding is peace dialogue among the communities involved in cattle raiding and the approach used to address the drought (dry spell) is by preparing the farming land early and wait for the rain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapoeta North_KII_25,26,,,,The approach used to address cattle raiding is peace dialogue among the communities involved in cattle raiding and the approach used to address the drought (dry spell) is by preparing the farming land early and wait for the rain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapoeta North_KII_25,27,,,,"The peace dialogue is because with peace the community can have barter trade with other communities and also people will have access to markets, schools, and health services and they can cultivate peacefully in their communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapoeta North_KII_25,21,,,,,"There is a lot of improvement in terms of community resilience. The community has picked and coped with the strategies after receiving training from the partners on the awareness and importance of persol hygiene, and CLTS to avoid open defecations. and to cope with life through trauma healing. The community has improved in agriculture and most of the members have known the importance of crop farming and rearing of the animals as well.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapoeta North_KII_25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There is a need to have laws and regulations to abide by all communities involved in the agreement and if any communities break those laws will be punished.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapoeta North_KII_25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There is a need to have laws and regulations to abide by all communities involved in the agreement and if any communities break those laws will be punished.,,,,,,,,
Kapoeta North_KII_25,5,,,,,,,,,,,,,,,,,Program Coorditor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapoeta North_KII_25,10,,,,,,,,,The main shocks and stressors are cattle raiding among the neighboring communities and drought (dry spell) and they are not frequent. The county is affected when many people lose life during cattle raiding and their head of cattle were taken causing most of the youth to have trauma after losing their colleagues and their cattle. Many men and women lose their young ones during the cattle raid and some of the women lose their husbands. The stressor is alcohol consumption among the members leading to Gender Base Violence.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapoeta North_KII_25,11,,,,,,,,,The main shocks and stressors are cattle raiding among the neighboring communities and drought (dry spell) and they are not frequent. The county is affected when many people lose life during cattle raiding and their head of cattle were taken causing most of the youth to have trauma after losing their colleagues and their cattle. Many men and women lose their young ones during the cattle raid and some of the women lose their husbands. The stressor is alcohol consumption among the members leading to Gender Base Violence.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pibor,"C
Women are more vulnerable to the effects of the shocks than men because they are the ones taking care of the children, bearing the burden of feeding them. Men normally go out to look for food and the women are mostly at the receiving end puts them vulnerable to all the shocks.","RRC Chairperson identified some agencies like USAID's AFIA WASH who have not started their activities fully in the county compared to what they have done in other counties and besides they don’t have offices in the county and have employed a staff who comes from Juba once a while that according to RRC is not good because what they have planned to do are seen.
Recruitment for many position are not been done especially amongst the UN agencies who sometimes close offices and go to Juba. UNFAO has delaid its recruitments and that affects implementation of activities. RRC offices has tried to call those agencies to discussion implementation challenges they have but have not shown up.
RASS project has also one staff on ground and the rest of the recruitments not done and clearly can explain slaggish activities will be implemented.",,,,,
Pibor_KII_26,21,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_26,28,,,,"Intercommul fight; People normally monitor the situation and prepare for their safety through alerts from state government who leak information to community members.
Peace partners have supported with dialogues with communities to peacefully coexist and also monitor intercommul conflicts for communities in Pibor, Akobo and Bor who have interlocutors and give information or alerts if some is to happened like a planned attack.
Drought; Actors/partners have been trying to respond to change in climate by giving peope humanitarian food aid (GFD) and other give unconditiol food to vulnerable population in the villages to reduce the adverse effects of drought and hunger.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"There is no improvement owing to continuous intercommul fightings. Communities organize themselves in numbers and attack neigboring communities kill people, destroy properties and take all valuation items which has kept Pibor under under emergency activities year in year out. For instance last year an attack happen were children where children taken, lifes lost, animals taken.
",,,,,,,,,,,,,,,,,
Pibor_KII_26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"There is a need to change mind set of communities to prepare for development. For example there is a need to educate people to leave peaceful and avoid intercommul conflicts, disaster preparedness interms of flooding if all those are effected there will be a change in peoples livelihoods in Pibor County.
Humanitarians need to increase resilience projects so that communities can cope up with the emerging shocks and stressors",,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"As practice NGOs come through the RRC before getting to other authorities and sometimes connects them to the next level of authorities. 
Bridging the gap between humanitarian space and the government and acts as a monitoring board for both.
Give security advises to NGOs and development partners working in the county thus ensuring safety of the development partners in the county.
Provide humanitarian partners early warning alerts especially in the areas of security or anything that could affect the operation of the NGOs.
Monitor and evluate activities of NGOs in the and understand what each of the NGOs are doing in the county. However, the institution does not supervise directly but rather sometimes move together with partners for project activities and or monitoring.
Design coordition meeting which are done on monthly basis and also cluster based meetings which are geared towards sharing progresses, next course of actions and challenges faced in implementation.
The board is however faced with challenge of mobility. Sometime RRC is called by partners to partake in humanitarian activities but due to lack of means of transport RRC doesnt participate in those activities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_26,4,,,,,,,,,,"RRC reiterated he doesn’t understand what RASS and DT Global are doing in the county. USAID needs to monitor what their IPs are doing in Pibor. If partners are not doing what they are supposed to do to built community resilience then it would be difficult to achieve community resilience.
Apparently government has three chapters in it budget; 1 - Chapter 1 for government staff salary. 2 - Chapter 2 is for operation services and lastly 3 - Chapter 3 is development but government in Pibor is receiving only chapter1 which is civil servants salary therefore people only rely on NGOs support and assistance.",,,,,,"Humanitarian Assistance to communities is the most helpful approach.
A
The shocks and stressors have affected development because they have made the county remain under emergency and thats why what most of the development partners are doing are more of emergency no much of recovery and development.
B
Humanitarian assistance is good good during emergencies but interms of building community resilience humanitarian partners need to do more. Stakeholders should put more efforts in peace project activities much as there are activities going on aimed at building community resilience.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_26,13,,,,,,,,RRC Chairperson,"B
Conflict; people lost both life and properties.
Drought; has now worsened on the ability of the households to grow crops and vegetables which could supplement on whatever little the households have thus exacerbating the hunger situation in the Pibor.
Flooding; during flooding time people lost properties and livestock as there no many higher lands nearby. People were rendered useless as they couldnt do anything for their livelihoods but rather depended on support got from NGOs and or government to smaller extend.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_26,12,,,,,,,,,"The main shocks and stressors in Pibor are; intercommul conflicts, droughts, hunger, and flooding.
A
Conflicts which takes the form of organized intercommul fights/attacks. This happens yearly and normally takes people un aware.
Drought the unpredictable rains is also major schock like people have planted thinking rains will start in April but till now it is still dry and the crops are going to die with the delays of rainfall.
Hunger has also hit the county. On yearly basis people tend to exp
Flooding is one of the shocks. It used to take 8 years to experience flooding but of recent that seem to have changed. The county was hit by flooding consecutively in 2017, 2019, 2020 and 2021 that explains some of the chanllenges households are facing now.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_26,7,,,,,,,,,,,,,,,,,,,,,,,,,"Climate changes has affected the county significantly like the flooding of 2019, 2020, 2021 and partly last year has seriuosly affected communities; farms and properties destroyed, shelter/houses destroyed and animals died owing to lack higher ground.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pibor,,,,,,,
Pibor_KII_27,22,,,,,"The situation has somehow improved compared last 12 months because NGOs have supported communities in varried areas but mostly primary health health care, food security and other livelihood activities though the support is not enough because people continue to come to Pibor center from other communities outside Pibor town.
Last year Dinka communities from Bor attacked Gumuruk area of Pibor and the effect was feld allover Pibor so people dont have their livelihoods they used to have as everything was looted, destroyed and people killed.",,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_27,29,,,,"Work with NGOs especially if they want to know something from the community and brief them on what is happening.
Briefing communities on isues of looting of supplies NGOs bring for the people in Pibor. As sometimes there are cases of looting of supplies and whenever such things happen the office of Payam Admin supports in the process of looking for the calprits and arest them and put them in prison.
Whenever conflicts happen Payam Admin pertake in the process of dialogueing with conflicting communities.
In consultation with other government stakeholders settle people (IDPs) from other payams and or counties. There are IPDs who normally come from Lekuagule and Gumuruk counties who are mostly displaced as result of conflicts.
Follow up on the statistics of IDPs and seek for support from partners operating in Pibor.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_27,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Idequate of schools and teachers. Parents normally mobilize money to pay for teachers.
Children study under trees said the Payam Admin.
Pibor has no good health services. MSF used to support since and beyond 2008 to 2020 after they moved out of Pibor there have been no good health service providers. The county deserve to have hospital but so far there is no hospital in the county. JAM NGO now called For Africa is only implementing primary health care services and complicated case is reffered to Juba for further ttreatment/magement. Akelo Payam doesnt have even PHCU",,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_27,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Payam Admin noted development artners should come and fill in the gaps especially for health and education. These gaps stresses the communities and thus affecting their resilience. 
Apparently there are no enough medicines in the facilities.
Government needs to construct the roads connecting Greator Pibor Administrative Area (GPAA). Saying the county locked. Everything come to Pibor through air and that has made commodities expensive in the local market. A case inpoint a 20 litre of diesel is closong to 70,000ssp more than tripple the price in Juba.",,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_27,9,,,,,,,,,,,,"The main shocks and stressors in Pibor are; intercommul conflicts, hunger, and flooding.
A
Conflicts in Pibor tend to happen yearly and the attackers normally attack in June and December now its May communities are begining to get worried if neigboring communities would come and attack Pibor. 
Hunger in Pibor tend to affect people yearly.
Flooding  used not to be frequent but the recurring flooding of 2019, 2020 and 2021 affected communities adversely to the extend people were not able to do anything for living but rather depended on assistance from individuals and NGOs
B
Conflict; The intercommul fights have led to loss of lifes and properties, displacements and abduction of children.
Hunger; the long spell of the dry season also worsened the hunger situation of households in Pibor because what people people have planted are drying thus widening the food insecurity gap.
Flooding made it diffult for communities to grow crops and vegetables that also explains continuos hunger situation in households.
C
The shocks and stressors affect both men and women equally for instance taking/abduction of children is very painful to both parents and also killing of community members or any one in the households affects all gender. Which is therefore the same with other shcks like the flooding and drought
",,,,,,,,,,,,,,,,,"Humanitarian Assistance to communities is the most helpful approach because no one was there to give such a support to people suffering the flooding though there was some support from government like in Tolo island people were about to be engulfed by water and government sent boat to ferry people away from there.
A
The shocks and stressors have affected development because focus has to change to face the shocks than other planned activities that could be developmental to the county/communities.
B
People are seen resilient because every year the shocks happen but people continue to leave and face the shocks in any way though they are mostly been supported through.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_27,5,,,,,,,,,,,,,,,,"Intercommul fight; Government has tried to engage warring commuities in dialogue but was not very successful. Government also briefed local chiefs on peaceful coexistence and chiefs took the messages down to the communities the impact is yet to be seen.
Flooding; for flooding, communities have not prepared themselves to face to face any floding that might come and communities also dont know when flooding will occur that puts them in wrong position to withstand the effects. Last time people had to run to higher land like Lokurinyang ikelo Payam.
NGOs supported with NFIs like plastic sheets, blankets, and LLITNs and also food aid given to community members.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_27,14,,,,,,,,Payam Administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_28,3,,,,,,,,,,,,,,,,,,"Evacuation of people from by the government was the most helpful approach and government settled the IDPs. Life is improtant, if people were not evacuated there will be serious death cases.
The evacuation gave the communities hope to built on their resilience on higher land.",,,,,,,,,,,,"Women of Pibor are the most vulnerable and they need tools for farming.
Need to have a hospital in Pibor and
need to strengthen the education system.",,,,,,,,,,,,,,,,,,,,,,,,,Pibor,,,,,,,
Pibor_KII_28,6,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_28,30,,,,"Conduct meetings aimed at addressing age set conflicts.
Discuss cattle rustling issues and child abduction which is affecting the communities in the women forums.
Promotion of peaceful coexitence in the community.
Particpated in the peacebuilding activities organized by partners like Non Violence Peace Force were other women were also invloved in Lekuangole, Vertet, Gumuruk etc.
Sending other women members to go house to house to preach message of peace, awareness raising on peaceful co-existence.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_28,31,,,,"Government evacuated people to higher lands during the pick of the flooding. Some community members in Vertet were evacuated to Pibor town for safety.
NFIs materials like (LLITNs, blankets, plastic sheets etc) and basic/emergency shelter given to all household affected.
Use of plastic sheets as boat to transport household properties and people.
Age set dialogues organised in collaboartion with Women Union, GRADO, VSF, Non Violence Peace Force, FCA, DT Global and Peace Cal.
Training on trauma and peacebuilding.
Government supported in settling IDPs in Pibor.
NGOs supported IDPs with cash, and food aid.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_28,23,,,,,"The situation has somehow improved compared last 12 months because NGOs have offered many capacity building trainings like tyloring, bread making and other area critical areas.
There used to fewer iron sheets seen on buildings but now there are many iron sheets in the community.
There is also an ongoing adult education for which is benefitial to women in Pibor who didnt have the chance for education.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_28,10,,,,,,,,,,,,"The main shocks and stressors in Pibor are; intercommul conflicts, age set fighting/conflicts, and flooding.
A
Conflicts in Pibor tend to happen yearly like 3 times a year. 
Age set fighting happens every year and mostly around May and June.
Flooding  used not to be frequent but the recurring flooding of 2019, 2020 and 2021 affected communities adversely to the extend people were not able to do anything for living and the effects are felt till today.
B
Conflict; The intercommul fights have created IDP situation in the county, lack of food for the affected communities, loss of life and properties, children and women abducted during the conflicts.
Age set fights promotes misunderstanding and a culture of violence amongst youth in the community.
Flooding led to death of many livestock, farmlands destroyed, wash away properties of households, and people sometimes die as result of the conditions caused by flood. 
C
Children fighting and killing each other is so painful to mothers who know the pain of delivery and up bringing of children than men who dont feel such a pain like women do.
However flooding affects both men and women the same.
Intercommul conflicts affects both both men and women the same.
",,,,,,,,,,,,,,,,,"Lack of transport means for Women Union to go to far areas for dialogue activities.
Insecurity has affected service delivery, even one can be killed from the farm while farming.
Poor education standard. Teachers are poorly paid by the government and as result many run away from the profession.
Lack of hospiatal in Pibor. Health service delivery was initially run by MSF but since they left one implementing health right now is incapacitated.
Lack of boat for Women Union to use for its activities during rain season.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leader of Women Union,,,,,,,,,
Pibor_KII_29,4,,,,,,,,,,,,,,,,,,"NFIs (blankets, plastic sheets, LLITNs, etc) distributed to IDPs displaced as a result of flooding and conflicts.
Dialogue forums organized by partners to tackle the problem of age set fighting in the community and intercommul conficts spearheaded by Non Violence Peace Force and others.
CRS supported with GFD activities to the affected communities.
Government settled IDPs who fled conflict from Lekuangole, Gumuruk and other areas in Pibor.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pibor,,,,,,,
Pibor_KII_29,7,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_29,5,,,,,,,,,,,,,,,,,,"GFD approach was the most helpful support given by partners because with the food people were going to die of hunger.
The food given gave communities the resilience to withstand the shock.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_29,32,,,,"Dialogue of age set fighting in the community.
Discuss cattle rustling issues affecting the community.
Promotion of peace in the community.
Pass key peace building messages during women forums.
Awareness raising to communities to leave peacefully.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_29,24,,,,,"There is an improvement because;
There are capacity-building activities to women in the areas of GBV, Peace, skilled training in tailoring etc.
Nowadays women have some level of voice in the community which used not to be the case.
There are at least commodities for people to buy in the local market though the prices are relatively higher.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_29,8,,,,,,,,,,,,,,,,,,,,,,,,,"The main shocks and stressors in Pibor are; intercommul conflicts, age set fighting/conflicts, and flooding.
A
Flooding occured in 2019, 2020 and 2021 but the effects are felt till now.
Intercommul  conflicts and age set fights happen frequently more than 3 times a year.
B
IDP situation is created as a result of intercommul conflicts.
Loss of life and properties destroyed during the conflicts/fights.
Flooding destroyed properties of people and caused displacement.
Age set fights promotes a culture of violence amongst the community. 
C
Women get affected more than the men because women cant run and leave their children during flooding and conflicts. Feed, and run with the children while get are either not there or eged in confronting the fight.",,,,,,,,,,,,,"Poor education service delivery to the people of Pibor like teachers are not been paid well who prefer to leave the profession as result.
Health service provision is not good enough with idequate drugs.
High insecurity on the roads, leading to and from Pibor which affects movement of people.",,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_29,9,,,,,,"Women in Pibor should be given more capacity building to be resilient.
There is a need to have a hospital in Pibor because there are many health complications that can not be handled in Pibor due to lack of capacity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deputy Women Leader,,,,,,,,,
Pibor_KII_30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Women for Peace Initiative needs to be fensed so as to provide other services like accommodation for visitors and NGO staffs on mission.
Sowing machines are available upto 4 of them but there is no budget to hire a trainer to train women.",,,,,,,,,,,,,,,,,,,,,,,,Pibor,,,,,,,
Pibor_KII_30,8,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Giving out free things year in year out is training people to be lazy and don’t work.
Far places are not getting services provided by either government or NGOs.
Insecurities on the roads, intercommul conflicts, age set fights affects service delivery to the needy communities.
Age set fighting affects schools because whenever such fights start schools close immediately because it that does spillover to the schools.
There is no hospital in Pibor. For Africa NGO is only implementing primary health care services in Pibor with challenges of lack of essential drugs.",,,,,,,,,,,"GFD approach was the most helpful support given by partners because people are not cultivating due to the onging conflicts in the county with which people would die of hunger.
The food given gave communities the resilience to withstand the shock.
",,,,,,,,,,,,,,,,,,,,
Pibor_KII_30,33,,,,"Monitoring everything that goes around the center for Women for Peace Initiative.
Update women members at the center plans and what to do. Mobilize them for activities like cultural dances, peace building activities etc.
Attend capacity building trainings organized by partners in Pibor.
Organize focus group discussions for peace especially in the areas of age set fighting happening in the community.
Work cosely with peace partners like BBC Media Action, Non Violence Peace Force and USAID's Sheja Salam in the areas of peace building.
Sheja Salam has distributed pre-recorded radio programs to women groups who listen to a peace building program called ""Live in Lulu"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_30,34,,,,"Government solders escort communities to distribution centers which are far for communities who come from Vertet, Gumuruk and Lekuangole.
Training of women, youths and elders on peace building.
Women received dignity kits, a project implemented by Plan Intertiol, CIDO, Voice of Peace.
Nutrition activities for the PLWs (pregnt and lactating women) and children.
NGOs have distributed plastic sheets for erecting shelters for the IDPs and during flooding.
Plan Intertiol gave canoes given to communities during flooding.
GFD activities for the communities affected by CRS.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_30,25,,,,,"The situation has improved because;
Age set fights have reduced to every two or three months but it used to be more frequent.
Commodities are available in the market for people to buy except that they are expensive.
People used to be attacked and or killed when you go to the farm but that has reduced.
Intercommul conflicts have reduced because of awareness activities supported by partners in Pibor.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monitoring and Evaluation,,,,
Pibor_KII_30,9,,,,,,,,,,,,,,,,,,,,,,,,,"The main shocks and stressors in Pibor are; intercommul conflicts, age set fights, rape and adultary cases, robbery on the roads leading to and from Pibor town, Early marriage, and flooding.
A
Intercommunl conflicts in Pibor tend to happen 2 to 3 times yearly.
Age set fights happen more than 3 times a year.
displacements caused by massive flooding which effects are felt todate.
Road robberies, rape, adultary do happen frequently.
Early marriage is a common practice in Pibor.
Elders fear dialoguing with the youths involved in age set fights for fear of being killed.
Age set fights have led to seperation of people/family members because the youth just join any of the groups for such fights.
B
Conflict; The intercommul and age set fights have led to loss of lifes and properties, displacements, cattles raided, creation of hunger condition and abduction of children.
road robberies; affects movement on the roads because of fear yet people need to move to look for their livelihood activities.
Flooding made it diffult for communities to grow crops and vegetables that also explains continuos hunger situation in households.
C
Women are the major victims of all the shocks like the rape which really traumatises women for the rest of their lives.
Women move into the forests to look for wild fruits for their families and get attacked in the forests.
Women lose their children to age set fights which is a painful thing to women.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_31,6,,,,,,,,,,,,,,,,"Peace building projects need to target far away locations where the real issues of conflicts are.
Returnees don’t have ration cards because at the time of registration they were not there but the IP CRS needed to consider registering those communities who have not been registered to be registered to get food ration.
Communties are not getting information on GFD days because there is no phone network coverage in most of the areas in Pibor. That means the IP could get general raion cards so that people can get food any where were they are displaced.
Poor health service delivery inPibor. There are cases of people dieing owing to lack lack of drugs and mobile clinics.
Plan Intertiol is giving learning materials for schools but it would be good if another partner can take up incentives or salary for teachers especially the volunteer teachers.
There is no secondary school in Pibor
GBV activities are not reaching the grassroot properly. The people who badly need the GBV services are those dep in the villages. Hope Restoration is implementing GBV activities but the project is just 2 months and its coming to an end this month.",,"Construction of dykes by the Youth Union to prevent flooding from spilling over to the whole community.
Plan Intertiol and OXFAM distributed sacks to built dykes.
CIDO and other agencies distributed plastic sheets for the construction of temporary shelters.
GFD provided by CRS to support communities with food.
UNCEF distributed temporary tents to erect shade for school children.
The peace-building activities efforts done by partners (Sheja salam, SALT, Non Violence Peace Force and UNMISS) have not yielded the intended results because the activities are implemented far away from the conflicting communities like those in the cattle camps and far villages are were the activities should be implemented not inside Pibor.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pibor,,,,,,,
Pibor_KII_31,9,,Male,,,,,,,,,,,,,,,,,,,,,,,,Youth Chairperson - GPAA,,,,,,,,,,,,"Identify educated youth to teach in schools given the lack of teachers in the county because majority seem to desert the profession.
Seek for funds from NGOs in Pibor to implement youth led activities though currently the Union doesn’t have funds.
Conduct games and sports activities for peace and to keep youths busy not to be diverted by the age set fightings/conflict.",,,,,,,,,,,,,,,,,,,,,,,,
Pibor_KII_31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GFD is the most helpful approach because people don’t have food and that gave them the energy and stability to do other livelihood activities.
Having the food made it possible for the communities to withstand the shocks.",,,,,,,,,,,,,,,,,,,,
