KII ID,row,Intervention Type/Peacebuilding,Programming Gaps/Peacebuilding,Shocks/Flood,Programming Gaps/Agriculture,Stresses/Conflict,Intervention Type/Nutrition,Shocks/Financial,Intervention Type/Agriculture,Programming Gaps/Education,Shocks/Pests,Intervention Type/Protection,Programming Gaps/WASH,Intervention Type/Livelihoods,Programming Gaps/Life Skills,Shocks/Drought,Programming Gaps/Infastructure,Intervention Type/Infrastructure,Stresses/Security Issues,Stresses/Poverty,Intervention Type/Economic,Programming Gaps/Protection,Shocks/Medical Condition,Programming Gaps/Health,Intervention Type/Education,Programming Gaps/Coordination,Intervention Type/Health services,Intervention Type/WASH,Programming Gaps/Infrastructure,Programming Gaps/Violence Prevention,Programming Gaps/Life skills,Programming Gaps/Nutrition,Vulnerable Population/Women,Vulnerable Populations/Youth,Stresses/Drought,Perception of Stresses/Worsened,Programming Gaps/M&E,Vulnerable Populations/Children,Pereption of Stresses/Worsened
Pibor_KII_31,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Identify educated youth to teach in schools given the lack of teachers in the county because majority seem to desert the profession.
Seek for funds from NGOs in Pibor to implement youth led activities though currently the Union doesn’t have funds.
Conduct games and sports activities for peace and to keep youths busy not to be diverted by the age set fightings/conflict.",NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peace building projects need to target far away locations where the real issues of conflicts are.
Returnees don’t have ration cards because at the time of registration they were not there but the IP CRS needed to consider registering those communities who have not been registered to be registered to get food ration.
Communties are not getting information on GFD days because there is no phone network coverage in most of the areas in Pibor. That means the IP could get general raion cards so that people can get food any where were they are displaced.
Poor health service delivery inPibor. There are cases of people dieing owing to lack lack of drugs and mobile clinics.
Plan International is giving learning materials for schools but it would be good if another partner can take up incentives or salary for teachers especially the volunteer teachers.
There is no secondary school in Pibor
GBV activities are not reaching the grassroot properly. The people who badly need the GBV services are those dep in the villages. Hope Restoration is implementing GBV activities but the project is just 2 months and its coming to an end this month.",NA,NA,NA,NA,NA,NA,NA
Pibor_KII_31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IPs need to engage all the stakeholder in the county to plan on the areas best suited for interventions based on the project type. The interventions are good but not been implemented in the right places/areas.
Services should go to far locations were GBV, conflicts, health, and education challenges are dire.
There is absolute need to form council of chiefs to best handle recurring cases in the community.",NA,NA,NA,NA,NA,NA,NA
Pibor_KII_31,14,NA,NA,NA,NA,"Shocks/stressors include; Flooding, intercommunal violence, age set fighting, forced marriage, early marriage, rape, road ambushes and poor health service delivery.
A
Most of the shocks and stressors happen frequently like forced marriage, early marriage, rape, and road ambushes.
Intercommunal conflicts happen more than two or three times a year.
The flooding happened in 2019, 2020 and destroyed lots properties which effects are felt till today. 
B
Flooding destroyed properties and caused displacement of communities.
Forced marriage and early marriage victims have mostly decided not to come back to Pibor.
Abduction of children and women. For the women abducted felt they are mistreated from their own communities in Pibor and felt much better in those areas they taken.
Loss of life and properties during intercommunal conflicts and age set fighting.
destruction of social structure in the community during intercommunal fights.
Vulnerability increased as result of conflicts leaving many orphans.
Increase in the number of widows in the community.
Hunger in the community as result of lack of food since everythings are taken or destroyed during community violence.
Cattles taken by neighbors involved in raiding/conflicts made many household to be more poorer.
Rape affects women by way of getting STI/HIV and a permanent trauma
C
Women get affected differently like when men are killed are left as widows with all the burden of bringing up children etc.
Age set fight; when the youth come to the house and dont find the person they are looking for they end up beating women at home.
Women are the one taking care of the children so they suffer to do anything to get food for their children while men are doing nothing most times.
Rape affects women baddly interms of long term trauma, un wanted pregnancy and are suseptible to STI.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_32,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Does all the activities for extesion support to farmer groups.
Responsible for day to day affairs of the organization (finance, logistics and program activities) incharge of everything in Pibor.
Attend coordination meetings to share progress and challenges facing the project.
Capacity building of farmer groups in best agculture practices.
Formed 30 farmer groups for field crops and vegetable, bee keeping, 6 fishing groups, 25 members in each group with 750 beneficiaries in total.
Train mother care groups to pass SBC messages targeting mothers/families with under 5 children.
Formed 250 beneficiaries for small ruminants (goats, rabits and paultry) to help communities diversify diet.
Groups for small ruminants are yet to receive training.
Framer groups are yet to receive their seeds and tools.
Established 3 demonstration plots of 2 fedans per fedan.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_32,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non Violence Peace Force conducted peace dialogues among the youths with other counties.
Sheja Salam also conducted peace dialogues among the conflicting communities.
For disease nothing much seen from the health partners.
Provision of seeds to the communities by DAI, FAO, For Africa.
DAI trained different farmer groups on agronomic best practices.
Oxfam provided unconditional cash to targeted communties.",NA,NA,NA,NA,NA,NA,NA,"Lack of labor saving equipment for farmers like oxploughs, soloar power.
For RASS project there is need to have one focal person to act as a bridge between farmers and DAI.
GFD activities have no alternatives for the beneficiaies to receive food especially where the head of the household dies the household members cant receive food. At least the partner needs to consider registration yearly to cater for such eventualities in the household.

",NA,NA,NA,NA,NA,NA,NA
Pibor_KII_32,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Things have improved generally because;
There is some relative peace in the county.
Women nowadays move to collect firewood in the forest bad no much is heard about any case of assault, beating, rape, abduction etc.
Many communities have some sizeable farmland because people realized dependance on humanitarian is not sustainable and the IPs are building the capacity of the communities to be resilient.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pibor_KII_32,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shocks/stressors include; Flooding, intercommunal violence, age set fighting, child abduction, hunger and sicknesses.
A
Intercommunal conflicts; do happen 2 to 3 times a year.
Age set fights; happens like 5 times a year
Diseases; are at pick during rain season especially malaria becomes most common sickness and that is worsened by the lack of a hospital in the county.
Hunger; happens throughout the year.
B
Intercommunal conflicts; loss of lives and properties, cattles raided, destruction of social services and structures.
Age set fights; creates disunity among the youths and fear in the community, whenever age set fights start NGO activities are all halted.
C
The named shocks and stressors mostly affect both men and women especially intercommunal conflicts and age set fights.
Age set fights affects mostly men/youth.
Diseases affects both men and women the same.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wau_KII_33,7,1. The community reports concerns in the area to the Chief and the Chief discusses them with the members and assessing the nature of the concern and recommend the appropriate action at community level 2. Issues that are complex such as that of killing are refered to the government authority to address it according to the law. For instance the killer of the wife was arrested and sentenced to jail.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wau_KII_33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Over the last 12 months, the shock and stressors that a noticeable include; killings, a group of bad youth calling themselves 'niggas' surfaced and threatening people within the community, and at family level, there were cases of GBV. For instance, one husband knived his wife 10 times and other reports said 14 times instead leading to the death of the wife. This was later taken up by the government and the killer was arrested and the law followed accordingly.                                                a). This happens occassionally as far as the frequency is concerned.                                                                                                                                                                                          b). The effects especially of the bad behaviours like killing of wife are severe at househodl level and to the community. First, it means the family will not be the same again as they lose a member of the family. Secondly, there will be no body to provide the basic things like foods, clothes etc for the children if any. Thirdly, if any children, they are likely to get unattended and become part of the bad guys (''niggas'') in the course of the time. It means the shocks and stressors will increase instead of reducing.                                                                                                                                                                                                                                                                      c). In our community, most of the shocks seems to be affected the women more than the men as the women as percieved as weak and one example is the killing of the wife by the husband using knife.",NA,NA,NA,NA,NA,NA
Wau_KII_34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"From the above, approaches, the most helpful ones are providing skills training to the youth so that they get skills and knowledge to do something meaningful as source of living. The approach taken by the government is also another good one because without this intervention, the citizens will have limited option and die of hunger.
a.Training the youth with various skills enables them to participate in development of the county, the state and the whole of South Sudan. Thus, builders would be taking up contracts to earn money and the same with those will have completed carpentry, painting etc.
b.Issues of suicide reduce the population hence less labour force (youth) that could work and get food for themselves and their relatives. This leaves them weak and won’t resist any shock and stressors in the community. The increase in the prices affects the profits of those who do business as source of living and leaving them vulnerable and less resilient","""The main shocks and stressors that affected the community in the this county in the last 12 months include; Presence of ‘’nigga’’ who threaten the free movement of the people especially in the urban areas as they rob and beat people, increase in prices and drought that has affected those and suicide of both youth and elderly. The presence of drinks also has spoiled the youth.

	
	
	
	
	
	
	
	
",NA,NA,NA,NA
Wau_KII_34,16,NA,NA,NA,NA,"This respondent repeated that the prices keep on increasing and going higher and higher. For instance, that a bar of soap is now at 1,400 SSP making it less affordable by those who do not have this money.
Additionally, the displaced person given the war in Sudan is of great concern especially to the government. This means more people are coming yet there are not ready things for welcoming them. So far, WFP had stopped distribution of food and this makes it difficult as to how they people (both stayees and returnees) to survive. According to him, he foresees more suffering and difficulties ahead which will affect the people capacity to being resilient.",NA,NA,"He is called William Danie and works as the County Coordinator for the Relief and Rehabilitation Commission of Wau. His work is to link the RRC with the chiefs, create awareness various issues, receive the people who are coming to the county from other counties(displaced) and linking with UNHCR for assistance. a). according to him, he is also involved in helping the citizens rturn to their places as well as helo to get foo through the organization. Thus, he requests for seed to be distributed to the settlers of particular location so that they can produce and address the shock of food insecurity and subsequent hunger. Through the NGOs, the people are also given inputs such as hoes, pangas, slashers etc to help them cultivate	
	
	
	
	
	
	
	
	
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wau_KII_34,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Key informant also report that for the behavior of ‘’nigga’’ in the community, they advocate for awareness among the youth to change their behaviour. Additionally, the present the issue of the youth to the NGOs in order to train them on skills that can make them earn decent living (carpentry, building, tailoring blacksmithing among others were mentioned). The existing schools are Don Bosco Skills training centre and some of NGOs include NRC that could support this program.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wau_KII_34,15,NA,NA,NA,NA,"The effect of these shocks also vary. For instance, presence of the ‘Niggas’ threaten the movement of people and especially children to school as they may be exposed to rape and others forms of abuse. The high prices, affect the purchasing power of those who can access money while those without are likely to go without food. Accordingly, some of the people are just having a meal per day while others don’t for many days because they can’t afford. The suicide certainly brings trauma and more stress to the family which lost a member in addition to reducing the population and labour force incase where the young people are the ones committing suicide. There are also many funerals as a result of the suicide cases shifting the focus of the community from addressing other issues that face its members.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wau_KII_35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The approaches that were most helpful are, peace, involving the NGOs for service delivery, reporting complex issues to the government and use of the community structures to address most community concerns.
a. Some of the approaches like dialogues affected development positively in a way that when the animal left, the farmers were above to continue with their activities until they harvested their crops. Unfortunately, this did not work for long when the animals/cattle returned again and have destroyed most of the farms leaving the owners(farmers) vulnerable of what and where find something to eat individually and at household level.  Part of Baggari Payam was affected by the cattle.
b. Destruction of crops as the main livelihood for the farmers surely leaves them empty and helpless. Therefore, the capacity of the community to be resilient has been greatly compromised.","To her, it appears that there is little collaboration between the IPs and the national organizations as some national organization have not entered into partnership. Additionally, there is the issue of the qualified national staff working with the national organizations leaving to work with international organizations. While this is ok, it reduces the capacity of the national organizations as they are left with no qualified staff. The issue of location and partnership seems to be more of a talk than being put in practice. The money given for service delivery should have proper monitoring system at the community level and the projects that are meant to benefit the women should not be diverted. Recruitment of staff to positions should be localized so that the youth who are graduates and have the relevant skills and knowledge can also access the job and improve their lives. Eventually, this will contribute positively to increasing the capacity of the local youth to withstand the shocks and stressors in the community of Wau and beyond. The issue of peacebuilding should be taken seriously because without peace, realizing development and becoming resilient as a community will be hard to reach. Finally, she thanked to Integrity Global for coming to carry out this exercise which gave the opportunity to express the concerns relating to the situation in Wau County.","drop out of school children due to lack of school fees, displaced of people from their places of residence including the situation in Sudan, heavy drinking and consumption/abuse of drugs by the youth, change of names of places by people who do not belong to the area making conflict, land grabbing and poor and bad roads among others.",NA
Wau_KII_35,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The frequency of all these shocks and stressors vary however, GBV happens very often. The issue of changing names of villages/places by displaced persons has been of recent but is increasing these days. Land grabbing also happens case by case. Diseases/sicknesses like malaria, flue and cough especially among children are very frequent in the community/Wau county.",NA,"Linda is the CEO of WOTAP (Women Training and Promotion) and this organization does gender equality, supports women by raising their level to participate in development. The organization works in the three counties of WBGS, but could also extend its services regionally in issues related to election. The work is mostly in the community where 80% of the people supported are women while in some projects they focus 100% on the women. Other key areas that they work on include education, awareness on HIV, hepatitis and GBV, women rights and advocacy on issues affecting the women right.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wau_KII_35,7,NA,NA,NA,NA,NA,NA,NA,NA,"""Comparatively, the situation has improved over the last 12 months. This is because there are services like schools, health facilities and centres that are built for community use (women and children friendly spaces). There are also training facilities, markets and CDMRR who are trained to respond to issues in the community. The people also can move to burn charcoal to sell as one of the livelihoods.
However, there are still many challenges in education, health because they are few and inefficient. Hence, there is need for construction of more schools, health centres so that those who can’t access the services get them.""	
	
	
	
	
	
	
	
	
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wau_KII_35,8,NA,NA,NA,NA,NA,NA,NA,NA,"The critical gaps include; conflict of interest in service delivery, segregation and less cash distributed which did not cover all the school going kids and it leaves many to drop out of school, few medicines in the health facilities, and water is still limited to certain places while others do not have.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wau_KII_35,17,NA,NA,NA,NA,"increase in prices/inflation, corruption with example of some people hoarding medicines which are meant for the public especially in the government facilities leading to increase in sicknesses, the politics of transferring the county capital from Wau Municipality to Baggari, Gender based violence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wau_KII_35,18,NA,NA,NA,NA,"All the issues happening like land grabbing, change of names, corruption etc. breed conflict and instability in the community and threatening the potential to being resilient to the shocks and stressors. Additionally, the presence of the cattle on farmlands affects in the sense that no production will be realized when the crops are eaten by the cattle exposing the farmers to hunger, malnutrition and rampant deaths to due poor feeding as the people become susceptible to diseases.
c. Most of the shocks and stressors affect women but less for men instead.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wau_KII_36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""The introduction of short-term variety is good because they tend to mature early and may not be subjected to the drought. Unfortunately, the approach of having meetings and dialogue between the cattle owners and the farmers is not working because the cattle owners refuse to take their cattle away. As said, instead they turn to intimidate the farm owners by guns.
a. The approaches affect the development differently. In the case of short-term variety of seeds that were distributed by organizations like FAO, it means the farmers will be able to harvest their crops in the shortest time and this tend to act as food security as they have food to eat at household level, but also to sell the surplus to meet their other household needs like education of children, purchase of salt, soap, sugar etc. In short, the farmers can realize income when they harvest and sell more.
b. As for the cattle and drought, they affect the resilience of the communities negatively because they weaken the potential of farmers to withstand the shocks and stressors.""	
	
	
	
	
	
	
	
	
"
Wau_KII_36,8,NA,NA,NA,NA,NA,"For the case of animals/cattle eating farmer crops, the cases are usually reported to the government authorities who take it up and inform the cattle owners to move out from the places where there are crops. Similarly, organizations have also organized for some meetings and dialogues between the cattle owners and the farmers to resolve the conflict peacefully. Unfortunately, the cattle keepers are often adamant and hardly move out. Instead, they threat the farmers with guns. For the case of drought or lack of rain, the agriculture department together with it partner NGOs advocate for planting of short-term variety of seed that mature well in term. Some of the organizations like FAO do purchase the seeds for distribution.",NA,NA,NA,NA,NA,"""To some extend there are no many gaps in the field of agriculture in the communities of Wau county because a number of partners are responding to the needs of the communities as far as seeds, trainings and supervision are concerned. However, some of the gaps that we could think of including absence of water harvesting system. Although this looks advance, it is good because it could solve the problem of drought where farmers could produce during dry season by using the harvested water to irrigate their crops.
Additionally, there are no solar systems that could help pump water to farmers’ gardens during the dry season.""	
	
	
	
	
	
	
	
	
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wau_KII_36,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"here is presence of wildlife that sometimes destroy the crops of farmers. Additionally, there are cattle that trespass farms and eat crops of the farmers. There is no rain for a couple of months now.
a. The wildlife largely come when the crops ae near harvest hence not very frequent. The cattle are seasonal as they are driven in the nearby communities by the owners. It is said that some of them belong to some government officials. The absence of rain is also season and does not happen frequently.
b. The wildlife and the cattle destroy the crops and the effect in the county is that there is reduced food as farmers harvest less. The lack of rainfall has made some crops to dry up and the further effects is that there will be food insecurity and less food will be supplied to the urban center from the rural areas where farming taking place. Again, with the lack of rain, the farmers will not be able to plant the seeds which were distributed to them and the more the seeds stay, they are likely to get expired.
c. These shock and stressors affected both men and women in an equal manner because where there is lack of food at household level and in the market all of them suffer.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wau_KII_36,6,NA,NA,NA,"""Firstly, Joseph appreciated Integrity Global for coming for this survey. Some of the things that he mentioned include the challenge of bush clearing and cutting of trees in order to leave the land good for cultivation. 
As it is, there are no tractor that could fell the trees. If these could be provided, the farmers would be able to cultivate large peace of land and produce more food. 
There are also issues of pests and birds that destroy the crops. 
It is also, NGOs do not cover the whole of Wau County in terms of agriculture hence, is good if the agricultural support and services are extended across the county to increase the level of productivity thereby addressing the shocks and stressors in the county. ""	
	
	
	
	
	
	
	
	
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
